#TalkParam=TALK_PARAM_ST
ID,Name,PcGenderFemale1,PcGenderMale1,SpEffectId0,AnimationId0,SpEffectId1,AnimationId1,SpEffectId2,AnimationId2,EventFlagId,EventID_Female,EventID_Male,TalkTime[0.0 - 1.0]
10005412,,55001102,55001102,-1,-1,-1,-1,0,-1,-1,55001102,55001102,0
10005413,,55001103,55001103,-1,-1,-1,-1,0,-1,-1,55001103,55001103,0
10005500,,55001200,55001200,-1,-1,-1,-1,0,-1,-1,55001200,55001200,0
10005501,,55001201,55001201,-1,-1,-1,-1,0,-1,-1,55001201,55001201,0
10009500,,9500,9500,-1,-1,-1,-1,0,-1,-1,9500,9500,0
10009501,,9501,9501,-1,-1,-1,-1,0,-1,-1,9501,9501,0
10009502,,9502,9502,-1,-1,-1,-1,0,-1,-1,9502,9502,0
10009600,,9600,9600,-1,-1,-1,-1,0,-1,-1,9600,9600,0
10009601,,9601,9601,-1,-1,-1,-1,0,-1,-1,9601,9601,0
10009610,,9610,9610,-1,-1,-1,-1,0,-1,-1,9610,9610,0
10009611,,9611,9611,-1,-1,-1,-1,0,-1,-1,9611,9611,0
10009612,,9612,9612,-1,-1,-1,-1,0,-1,-1,9612,9612,0
10009613,,9613,9613,-1,-1,-1,-1,0,-1,-1,9613,9613,0
12000000,,2000000,2000000,151,20002,150,20009,0,-1,-1,2000000,2000000,0
12000001,,2000001,2000001,-1,-1,-1,-1,0,-1,-1,2000001,2000001,0
12000002,,2000002,2000002,-1,-1,-1,-1,0,-1,-1,2000002,2000002,0
12000003,,2000003,2000003,-1,-1,-1,-1,0,-1,-1,2000003,2000003,0
12000004,,2000004,2000004,-1,-1,-1,-1,0,-1,-1,2000004,2000004,0
12000100,,2000100,2000100,151,20002,150,20009,0,-1,-1,2000100,2000100,0
12000101,,2000101,2000101,-1,-1,-1,-1,0,-1,-1,2000101,2000101,0
12000200,,2000200,2000200,152,20010,-1,-1,0,-1,-1,2000200,2000200,0
12000201,,2000201,2000201,-1,-1,-1,-1,0,-1,-1,2000201,2000201,0
12000202,,2000202,2000202,-1,-1,-1,-1,0,-1,-1,2000202,2000202,0
12000300,,2000300,2000300,-1,-1,-1,-1,0,-1,-1,2000300,2000300,0
12000301,,2000301,2000301,-1,-1,-1,-1,0,-1,-1,2000301,2000301,0
12000302,,2000302,2000302,-1,-1,-1,-1,0,-1,-1,2000302,2000302,0
12000400,,2000400,2000400,-1,-1,-1,-1,0,-1,-1,2000400,2000400,0
12000401,,2000401,2000401,-1,-1,-1,-1,0,-1,-1,2000401,2000401,0
12000500,,2000500,2000500,-1,-1,-1,-1,0,-1,-1,2000500,2000500,0
12000501,,2000501,2000501,-1,-1,-1,-1,0,-1,-1,2000501,2000501,0
12000600,,2000600,2000600,-1,-1,-1,-1,0,-1,-1,2000600,2000600,0
12000601,,2000601,2000601,-1,-1,-1,-1,0,-1,-1,2000601,2000601,0
12000602,,2000602,2000602,-1,-1,-1,-1,0,-1,-1,2000602,2000602,0
12000603,,2000603,2000603,-1,-1,-1,-1,0,-1,-1,2000603,2000603,0
12000700,,2000700,2000700,-1,-1,-1,-1,0,-1,-1,2000700,2000700,0
12000701,,2000701,2000701,-1,-1,-1,-1,0,-1,-1,2000701,2000701,0
12000702,,2000702,2000702,-1,-1,-1,-1,0,-1,-1,2000702,2000702,0
12000703,,2000703,2000703,-1,-1,-1,-1,0,-1,-1,2000703,2000703,0
12000704,,2000704,2000704,-1,-1,-1,-1,0,-1,-1,2000704,2000704,0
12000800,,2000800,2000800,-1,-1,-1,-1,0,-1,-1,2000800,2000800,0
12000801,,2000801,2000801,-1,-1,-1,-1,0,-1,-1,2000801,2000801,0
12000802,,2000802,2000802,-1,-1,-1,-1,0,-1,-1,2000802,2000802,0
12000803,,2000803,2000803,-1,-1,-1,-1,0,-1,-1,2000803,2000803,0
12000804,,2000804,2000804,-1,-1,-1,-1,0,-1,-1,2000804,2000804,0
12000900,,2000900,2000900,-1,-1,-1,-1,0,-1,-1,2000900,2000900,0
12000901,,2000901,2000901,-1,-1,-1,-1,0,-1,-1,2000901,2000901,0
12000902,,2000902,2000902,-1,-1,-1,-1,0,-1,-1,2000902,2000902,0
12000903,,2000903,2000903,-1,-1,-1,-1,0,-1,-1,2000903,2000903,0
12000904,,2000904,2000904,-1,-1,-1,-1,0,-1,-1,2000904,2000904,0
12001000,,2001000,2001000,-1,-1,-1,-1,0,-1,-1,2001000,2001000,0
12001001,,2001001,2001001,-1,-1,-1,-1,0,-1,-1,2001001,2001001,0
12001002,,2001002,2001002,-1,-1,-1,-1,0,-1,-1,2001002,2001002,0
12001003,,2001003,2001003,-1,-1,-1,-1,0,-1,-1,2001003,2001003,0
12001100,,2001100,2001100,-1,-1,-1,-1,0,-1,-1,2001100,2001100,0
12001101,,2001101,2001101,-1,-1,-1,-1,0,-1,-1,2001101,2001101,0
12001102,,2001102,2001102,-1,-1,-1,-1,0,-1,-1,2001102,2001102,0
12001103,,2001103,2001103,-1,-1,-1,-1,0,-1,-1,2001103,2001103,0
12001200,,2001200,2001200,-1,-1,-1,-1,0,-1,-1,2001200,2001200,0
12001201,,2001201,2001201,-1,-1,-1,-1,0,-1,-1,2001201,2001201,0
12001202,,2001202,2001202,-1,-1,-1,-1,0,-1,-1,2001202,2001202,0
12001300,,2001300,2001300,151,20002,150,20009,0,-1,-1,2001300,2001300,0
12001301,,2001301,2001301,-1,-1,-1,-1,0,-1,-1,2001301,2001301,0
12001302,,2001302,2001302,-1,-1,-1,-1,0,-1,-1,2001302,2001302,0
12001303,,2001303,2001303,-1,-1,-1,-1,0,-1,-1,2001303,2001303,0
12001304,,2001304,2001304,-1,-1,-1,-1,0,-1,-1,2001304,2001304,0
12001400,,2001400,2001400,151,20002,150,20009,0,-1,-1,2001400,2001400,0
12001401,,2001401,2001401,-1,-1,-1,-1,0,-1,-1,2001401,2001401,0
12001402,,2001402,2001402,-1,-1,-1,-1,0,-1,-1,2001402,2001402,0
12001500,,2001500,2001500,-1,-1,-1,-1,0,-1,-1,2001500,2001500,0
12001600,,2001600,2001600,-1,-1,-1,-1,0,-1,-1,2001600,2001600,0
12001601,,2001601,2001601,-1,-1,-1,-1,0,-1,-1,2001601,2001601,0
12001700,,2001700,2001700,-1,-1,-1,-1,0,-1,-1,2001700,2001700,0
12001701,,2001701,2001701,-1,-1,-1,-1,0,-1,-1,2001701,2001701,0
12001800,,2001800,2001800,-1,-1,-1,-1,0,-1,-1,2001801,2001801,0
12001801,,2001802,2001802,-1,-1,-1,-1,0,-1,-1,2001802,2001802,0
12001900,,2001900,2001900,-1,-1,-1,-1,0,-1,-1,2001900,2001900,0
12001901,,2001901,2001901,-1,-1,-1,-1,0,-1,-1,2001901,2001901,0
12001902,,2001902,2001902,-1,-1,-1,-1,0,-1,-1,2001902,2001902,0
12001903,,2001903,2001903,-1,-1,-1,-1,0,-1,-1,2001903,2001903,0
12001904,,2001904,2001904,-1,-1,-1,-1,0,-1,-1,2001904,2001904,0
12001905,,2001905,2001905,-1,-1,-1,-1,0,-1,-1,2001905,2001905,0
12002000,,2002000,2002000,151,20002,150,20009,0,-1,-1,2002000,2002000,0
12002001,,2002001,2002001,-1,-1,-1,-1,0,-1,-1,2002001,2002001,0
12002002,,2002002,2002002,-1,-1,-1,-1,0,-1,-1,2002002,2002002,0
12002100,,2002100,2002100,-1,-1,-1,-1,0,-1,-1,2002100,2002100,0
12002200,,2002200,2002200,151,20002,150,20009,0,-1,-1,2002200,2002200,0
12002201,,2002201,2002201,-1,-1,-1,-1,0,-1,-1,2002201,2002201,0
12002202,,2002202,2002202,-1,-1,-1,-1,0,-1,-1,2002202,2002202,0
12002203,,2002203,2002203,-1,-1,-1,-1,0,-1,-1,2002203,2002203,0
12002204,,2002204,2002204,-1,-1,-1,-1,0,-1,-1,2002204,2002204,0
12002300,,2002300,2002300,-1,-1,-1,-1,0,-1,-1,2002300,2002300,0
12002400,,2002400,2002400,-1,-1,-1,-1,0,-1,-1,2002400,2002400,0
12002401,,2002401,2002401,-1,-1,-1,-1,0,-1,-1,2002401,2002401,0
12002402,,2002402,2002402,-1,-1,-1,-1,0,-1,-1,2002402,2002402,0
12002403,,2002403,2002403,-1,-1,-1,-1,0,-1,-1,2002403,2002403,0
12002500,,2002500,2002500,-1,-1,-1,-1,0,-1,-1,2002500,2002500,0
12002600,,2002600,2002600,-1,-1,-1,-1,0,-1,-1,2002600,2002600,0
12002700,,2002601,2002601,-1,-1,-1,-1,0,-1,-1,2002601,2002601,0
12002800,,2002602,2002602,-1,-1,-1,-1,0,-1,-1,2002602,2002602,0
12002900,,2002700,2002700,-1,-1,-1,-1,0,-1,-1,2002700,2002700,0
12002901,,2002702,2002702,-1,-1,-1,-1,0,-1,-1,2002702,2002702,0
12002950,,2002700,2002700,-1,-1,-1,-1,0,-1,-1,2002700,2002700,0
12003000,,2002800,2002800,-1,-1,-1,-1,0,-1,-1,2002800,2002800,0
12003001,,2002801,2002801,-1,-1,-1,-1,0,-1,-1,2002801,2002801,0
12003002,,2002802,2002802,-1,-1,-1,-1,0,-1,-1,2002802,2002802,0
12003100,,2002900,2002900,151,20002,150,20009,0,-1,-1,2002900,2002900,0
12003101,,2002901,2002901,-1,-1,-1,-1,0,-1,-1,2002901,2002901,0
12003102,,2002902,2002902,-1,-1,-1,-1,0,-1,-1,2002902,2002902,0
12003103,,2002903,2002903,-1,-1,-1,-1,0,-1,-1,2002903,2002903,0
12003104,,2002904,2002904,-1,-1,-1,-1,0,-1,-1,2002904,2002904,0
12003150,,2002900,2002900,151,20002,150,20009,0,-1,-1,2002900,2002900,0
12003151,,2002901,2002901,-1,-1,-1,-1,0,-1,-1,2002901,2002901,0
12003152,,2002902,2002902,-1,-1,-1,-1,0,-1,-1,2002902,2002902,0
12003200,,2003000,2003000,151,20002,150,20009,0,-1,-1,2003000,2003000,0
12003201,,2003001,2003001,-1,-1,-1,-1,0,-1,-1,2003001,2003001,0
12003202,,2003002,2003002,-1,-1,-1,-1,0,-1,-1,2003002,2003002,0
12003203,,2003003,2003003,-1,-1,-1,-1,0,-1,-1,2003003,2003003,0
12003300,,2003100,2003100,-1,20003,-1,-1,0,-1,-1,2003100,2003100,0
12003301,,2003101,2003101,-1,-1,-1,-1,0,-1,-1,2003101,2003101,0
12003302,,2003102,2003102,-1,-1,-1,-1,0,-1,-1,2003102,2003102,0
12003303,,2003103,2003103,-1,-1,-1,-1,0,-1,-1,2003103,2003103,0
12003400,,2003200,2003200,-1,-1,-1,-1,0,-1,-1,2003200,2003200,0
12003401,,2003201,2003201,-1,-1,-1,-1,0,-1,-1,2003201,2003201,0
12003402,,2003202,2003202,-1,-1,-1,-1,0,-1,-1,2003202,2003202,0
12003403,,2003203,2003203,-1,-1,-1,-1,0,-1,-1,2003203,2003203,0
12003500,,2003300,2003300,-1,-1,-1,-1,0,-1,-1,2003300,2003300,0
12003501,,2003301,2003301,-1,-1,-1,-1,0,-1,-1,2003301,2003301,0
13000000,,3000000,3000000,-1,20000,-1,-1,0,-1,-1,3000000,3000000,0
13000001,,3000001,3000001,-1,-1,-1,-1,0,-1,-1,3000001,3000001,0
13000002,,3000002,3000002,-1,-1,-1,-1,0,-1,-1,3000002,3000002,0
13000003,,3000003,3000003,-1,-1,-1,-1,0,-1,-1,3000003,3000003,0
13000004,,3000004,3000004,-1,-1,-1,-1,0,-1,-1,3000004,3000004,0
13000100,,3000100,3000100,-1,20000,-1,-1,0,-1,-1,3000100,3000100,0
13000101,,3000101,3000101,-1,-1,-1,-1,0,-1,-1,3000101,3000101,0
13000200,,3000200,3000200,152,20,-1,20000,0,-1,-1,3000200,3000200,0
13000201,,3000201,3000201,-1,-1,-1,-1,0,-1,-1,3000201,3000201,0
13000202,,3000202,3000202,-1,-1,-1,-1,0,-1,-1,3000202,3000202,0
13000300,,3000300,3000300,-1,20000,-1,-1,0,-1,-1,3000300,3000300,0
13000301,,3000301,3000301,-1,-1,-1,-1,0,-1,-1,3000301,3000301,0
13000400,,3000400,3000400,152,20,-1,20000,0,-1,-1,3000400,3000400,0
13000401,,3000401,3000401,-1,-1,-1,-1,0,-1,-1,3000401,3000401,0
13000500,,3000500,3000500,-1,20000,-1,-1,0,-1,-1,3000500,3000500,0
13000501,,3000501,3000501,-1,-1,-1,-1,0,-1,-1,3000501,3000501,0
13000502,,3000502,3000502,-1,-1,-1,-1,0,-1,-1,3000502,3000502,0
13000503,,3000503,3000503,-1,-1,-1,-1,0,-1,-1,3000503,3000503,0
13000504,,3000504,3000504,-1,-1,-1,-1,0,-1,-1,3000504,3000504,0
13000600,,3000600,3000600,-1,-1,-1,-1,0,-1,-1,3000600,3000600,0
13000700,,3000700,3000700,-1,20000,-1,-1,0,-1,-1,3000700,3000700,0
13000701,,3000701,3000701,-1,-1,-1,-1,0,-1,-1,3000701,3000701,0
13000702,,3000702,3000702,-1,-1,-1,-1,0,-1,-1,3000702,3000702,0
13000703,,3000703,3000703,-1,-1,-1,-1,0,-1,-1,3000703,3000703,0
13000704,,3000704,3000704,-1,-1,-1,-1,0,-1,-1,3000704,3000704,0
13000705,,3000705,3000705,-1,-1,-1,-1,0,-1,-1,3000705,3000705,0
13000800,,3000800,3000800,-1,20000,-1,-1,0,-1,-1,3000800,3000800,0
13000801,,3000801,3000801,-1,-1,-1,-1,0,-1,-1,3000801,3000801,0
13000802,,3000802,3000802,-1,-1,-1,-1,0,-1,-1,3000802,3000802,0
13000803,,3000803,3000803,-1,-1,-1,-1,0,-1,-1,3000803,3000803,0
13000804,,3000804,3000804,-1,-1,-1,-1,0,-1,-1,3000804,3000804,0
13000805,,3000805,3000805,-1,-1,-1,-1,0,-1,-1,3000805,3000805,0
13000806,,3000806,3000806,-1,-1,-1,-1,0,-1,-1,3000806,3000806,0
13000900,,3000900,3000900,-1,20000,-1,-1,0,-1,-1,3000900,3000900,0
13000901,,3000901,3000901,-1,-1,-1,-1,0,-1,-1,3000901,3000901,0
13000902,,3000902,3000902,-1,-1,-1,-1,0,-1,-1,3000902,3000902,0
13000903,,3000903,3000903,-1,-1,-1,-1,0,-1,-1,3000903,3000903,0
13000904,,3000904,3000904,-1,-1,-1,-1,0,-1,-1,3000904,3000904,0
13001000,,3001000,3001000,-1,20000,-1,-1,0,-1,-1,3001000,3001000,0
13001001,,3001001,3001001,-1,-1,-1,-1,0,-1,-1,3001001,3001001,0
13001002,,3001002,3001002,-1,-1,-1,-1,0,-1,-1,3001002,3001002,0
13001003,,3001003,3001003,-1,-1,-1,-1,0,-1,-1,3001003,3001003,0
13001004,,3001004,3001004,-1,-1,-1,-1,0,-1,-1,3001004,3001004,0
13001005,,3001005,3001005,-1,-1,-1,-1,0,-1,-1,3001005,3001005,0
13001100,,3001100,3001100,-1,-1,-1,-1,0,-1,-1,3001100,3001100,0
13001101,,3001101,3001101,-1,-1,-1,-1,0,-1,-1,3001101,3001101,0
13001102,,3001102,3001102,-1,-1,-1,-1,0,-1,-1,3001102,3001102,0
13001103,,3001103,3001103,-1,-1,-1,-1,0,-1,-1,3001103,3001103,0
13001200,,3001200,3001200,-1,-1,-1,-1,0,-1,-1,3001200,3001200,0
13001201,,3001201,3001201,-1,-1,-1,-1,0,-1,-1,3001201,3001201,0
13001202,,3001202,3001202,-1,-1,-1,-1,0,-1,-1,3001202,3001202,0
13001203,,3001203,3001203,-1,-1,-1,-1,0,-1,-1,3001203,3001203,0
13001300,,3001300,3001300,-1,-1,-1,-1,0,-1,-1,3001300,3001300,0
13001400,,3001301,3001301,-1,-1,-1,-1,0,-1,-1,3001301,3001301,0
13001500,,3001302,3001302,-1,-1,-1,-1,0,-1,-1,3001302,3001302,0
13001600,,3001400,3001400,-1,-1,-1,-1,0,-1,-1,3001400,3001400,0
13001602,,3001402,3001402,-1,20000,-1,-1,0,-1,-1,3001402,3001402,0
13001603,,3001403,3001403,-1,-1,-1,-1,0,-1,-1,3001403,3001403,0
13001700,,3001500,3001500,-1,20000,-1,-1,0,-1,-1,3001500,3001500,0
13001701,,3001501,3001501,-1,-1,-1,-1,0,-1,-1,3001501,3001501,0
13001702,,3001502,3001502,-1,-1,-1,-1,0,-1,-1,3001502,3001502,0
13001703,,3001503,3001503,-1,-1,-1,-1,0,-1,-1,3001503,3001503,0
13001704,,3001504,3001504,-1,-1,-1,-1,0,-1,-1,3001504,3001504,0
13001720,,3001500,3001500,-1,20000,-1,-1,0,-1,-1,3001500,3001500,0
13001721,,3001501,3001501,-1,-1,-1,-1,0,-1,-1,3001501,3001501,0
13001722,,3001502,3001502,-1,-1,-1,-1,0,-1,-1,3001502,3001502,0
13001723,,3001503,3001503,-1,-1,-1,-1,0,-1,-1,3001503,3001503,0
13001724,,3001504,3001504,-1,-1,-1,-1,0,-1,-1,3001504,3001504,0
13001725,,3001505,3001505,-1,-1,-1,-1,0,-1,-1,3001505,3001505,0
13001726,,3001506,3001506,-1,-1,-1,-1,0,-1,-1,3001506,3001506,0
13001727,,3001507,3001507,-1,-1,-1,-1,0,-1,-1,3001507,3001507,0
13001728,,3001508,3001508,-1,-1,-1,-1,0,-1,-1,3001508,3001508,0
13001900,,3001700,3001700,-1,20000,-1,-1,0,-1,-1,3001700,3001700,0
13001901,,3001701,3001701,-1,-1,-1,-1,0,-1,-1,3001701,3001701,0
13001902,,3001702,3001702,-1,-1,-1,-1,0,-1,-1,3001703,3001703,0
13001920,,3001704,3001704,-1,20000,-1,-1,0,-1,-1,3001704,3001704,0
13001940,,3001704,3001704,-1,20000,-1,-1,0,-1,-1,3001704,3001704,0
13001941,,3001705,3001705,-1,-1,-1,-1,0,-1,-1,3001705,3001705,0
13002000,,3001800,3001800,-1,20000,-1,-1,0,-1,-1,3001800,3001800,0
13002001,,3001801,3001801,-1,-1,-1,-1,0,-1,-1,3001801,3001801,0
13002002,,3001802,3001802,-1,-1,-1,-1,0,-1,-1,3001802,3001802,0
13002003,,3001803,3001803,-1,-1,-1,-1,0,-1,-1,3001803,3001803,0
13002004,,3001804,3001804,-1,-1,-1,-1,0,-1,-1,3001804,3001804,0
13002005,,3001805,3001805,-1,-1,-1,-1,0,-1,-1,3001805,3001805,0
13002100,,3001900,3001900,-1,-1,-1,-1,0,-1,-1,3001900,3001900,0
13002101,,3001901,3001901,-1,-1,-1,-1,0,-1,-1,3001901,3001901,0
13002200,,3002000,3002000,-1,20000,-1,-1,0,-1,-1,3002000,3002000,0
13002201,,3002001,3002001,-1,-1,-1,-1,0,-1,-1,3002001,3002001,0
13002202,,3002002,3002002,-1,-1,-1,-1,0,-1,-1,3002002,3002002,0
13002300,,3002100,3002100,-1,-1,-1,-1,0,-1,-1,3002100,3002100,0
13002301,,3002101,3002101,-1,-1,-1,-1,0,-1,-1,3002102,3002102,0
13002302,,3002103,3002103,-1,-1,-1,-1,0,-1,-1,3002153,3002153,0
13002303,,3002104,3002104,-1,-1,-1,-1,0,-1,-1,3002154,3002154,0
13002400,,3002200,3002200,-1,20000,-1,-1,0,-1,-1,3002200,3002200,0
13002401,,3002201,3002201,-1,-1,-1,-1,0,-1,-1,3002201,3002201,0
13002402,,3002202,3002202,-1,-1,-1,-1,0,-1,-1,3002202,3002202,0
13002403,,3002203,3002203,-1,-1,-1,-1,0,-1,-1,3002203,3002203,0
13002500,,3002300,3002300,-1,20000,-1,-1,0,-1,-1,3002300,3002300,0
13002501,,3002301,3002301,-1,-1,-1,-1,0,-1,-1,3002301,3002301,0
13002502,,3002302,3002302,-1,-1,-1,-1,0,-1,-1,3002302,3002302,0
13002503,,3002303,3002303,-1,-1,-1,-1,0,-1,-1,3002303,3002303,0
13002504,,3002304,3002304,-1,-1,-1,-1,0,-1,-1,3002304,3002304,0
14000000,,4000000,4000000,-1,-1,-1,-1,0,-1,-1,4000000,4000000,0
14000001,,4000001,4000001,-1,-1,-1,-1,0,-1,-1,4000001,4000001,0
