#EquipParamWeapon=EQUIP_PARAM_WEAPON_ST
ID,Name,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,basicPrice,sellValue,correctStrength,correctAgility,corretMagic,corretFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId0,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep0,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,antiDemonDamageRate,antUndeadDamageRate,antHollowDamageRate,antAbyssalDamageRate,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durailityMax,attackThrowEscape,parryDamageLife,atkBasePhysics,atkBaseMagic,atkBaseFire,atkBaseThunder,atkBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defMaterial,defSfxMaterial,correctType,spAttribute,spAtkCategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,toxicGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enablePyromancy,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isLuckCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,ubyteLanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,IsDiscard,IsDrop,Bool3,Bool4,Bool5,Bool6,Bool7,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Group0_AtkVfxId,Group0_DummyPolyId0,Group0_DummyPolyId1,Group1_AtkVfxId,Group1_DummyPolyId0,Group1_DummyPolyId1,Group2_AtkVfxId,Group2_DummyPolyId0,Group2_DummyPolyId1,Group3_AtkVfxId,Group3_DummyPolyId0,Group3_DummyPolyId1,Group4_AtkVfxId,Group4_DummyPolyId0,Group4_DummyPolyId1,Group5_AtkVfxId,Group5_DummyPolyId0,Group5_DummyPolyId1,Group6_AtkVfxId,Group6_DummyPolyId0,Group6_DummyPolyId1,Group7_AtkVfxId,Group7_DummyPolyId0,Group7_DummyPolyId1,materialVal0,materialVal1,wepAbsorpPosId,Unk12,Unk13,Unk14,IsAutoEquip,Unk16,Unk17,Unk18,Unk19,Unk20,Unk21,Unk22,Unk23,Unk24,Unk25,darkGuardCutRate,atkBaseDark,Unk26,AtkThrowEscapeA,swordArt_ActId,AtkThrowEscapeB,Unk30,Unk31,MenuAdhoc,swordArtId,correctLuck,reinforceWeaponId,Unk34,displayTypeId,CalcCorrectVal0,CalcCorrectVal1,CalcCorrectVal2,CalcCorrectVal3,CalcCorrectVal4,CalcCorrectVal5,CalcCorrectVal6,CalcCorrectVal7,CalcCorrectVal8,CalcCorrectVal9,CalcCorrectVal10,weaponVfx0,weaponVfx1,weaponVfx2,weaponVfx3,weaponVfx4,weaponVfx5,weaponVfx6,weaponVfx7,StaminaConsumeRate,Unk48,Unk49,Unk50,Unk51,Unk52,Unk53,Unk54,Unk55,Unk56,Unk57,Unk58,Unk59,Unk60,attackElementCorrectId,shopPrice,Unk62,MaxNum,WepSpMask0,WepSpMask1,WepSpMask2,WepSpMask3,WepSpMask4,WepSpMask5,WepSpMask6,WepSpMask7,Unk65,Unk66,SpEff9600,pad1
4110500,Crystal Carthus Shotel,2807,80505,930600,3,0,550,210,150,15,58,73,0,40,35,25,25,129001200,-1,-1,-1,-1,-1,400,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,106,0,0,40,14,0,60,30,400,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,3,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4110600,Fire Carthus Shotel,2807,80507,930600,3,0,550,210,150,15,58,0,0,40,35,25,25,129001200,-1,-1,-1,-1,-1,600,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,106,0,40,14,0,60,30,600,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,2,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4110700,Chaos Carthus Shotel,2807,80508,930600,3,0,550,210,150,15,58,73,73,40,35,25,25,129001200,-1,-1,-1,-1,-1,700,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,106,0,40,14,0,60,30,700,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,2,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,4,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4110800,Lightning Carthus Shotel,2807,80509,930600,3,0,550,210,150,15,58,0,73,40,35,25,25,129001200,-1,-1,-1,-1,-1,800,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,0,106,40,14,0,60,30,800,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,6,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4110900,Deep Carthus Shotel,2807,80511,930600,3,0,550,210,150,15,58,0,0,40,35,25,25,129001200,-1,-1,-1,-1,-1,900,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,0,0,40,14,0,60,30,900,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,9,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,106,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4111000,Dark Carthus Shotel,2807,80512,930600,3,0,550,210,150,15,58,73,73,40,35,25,25,129001200,-1,-1,-1,-1,-1,1000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,0,0,40,14,0,60,30,1000,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,9,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,106,4,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4111100,Poison Carthus Shotel,2807,80514,930600,3,0,550,210,150,15,58,0,0,40,35,25,25,129001200,129001100,-1,-1,-1,-1,1100,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,0,0,40,14,0,60,30,1100,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,1,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4111200,Blood Carthus Shotel,2807,80513,930600,3,0,550,210,150,15,58,0,0,40,35,25,25,129011200,-1,-1,-1,-1,-1,1200,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,0,0,40,14,0,60,30,1200,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,1,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4111300,Raw Carthus Shotel,2807,80504,930600,3,0,550,210,150,15,58,0,0,40,35,25,25,129001200,-1,-1,-1,-1,-1,1300,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,111,0,0,0,40,14,0,60,30,1300,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,1,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,13,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4111400,Blessed Carthus Shotel,2807,80510,930600,3,0,550,210,150,15,58,0,73,40,35,25,25,129001200,-1,-1,129001400,-1,-1,1400,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1.2,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,0,0,40,14,0,60,30,1400,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,1,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10014,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4111500,Hollow Carthus Shotel,2807,80515,930600,3,0,550,210,150,15,58,0,0,40,35,25,25,129001200,-1,-1,129000015,-1,129001500,1500,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,411,1191,55,55,1,10,106,0,0,0,40,14,0,60,30,1500,-1,-1,5,-1,7,0,3,28,2,0,100,0,0,1,0,0,10,12,19,0,0,99,0,0,10,66,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,15,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,35,0,0,7,0,7,0,15,0,604,21,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1.107,1,1,1,1,1,1,1,1,0,0,0,0,0,10015,-1,1,1,0,0,0,0,1,0,0,0,0,1050,310,-
4120000,Follower Sabre,2812,80720,930500,4,0,700,270,100,35,45,0,0,45,30,25,25,-1,-1,-1,-1,-1,-1,0,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,108,0,0,0,45,14,0,60,30,0,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,1,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,2000,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
4120100,Heavy Follower Sabre,2812,80721,930500,4,0,700,270,100,41,0,0,0,45,30,25,25,-1,-1,-1,-1,-1,-1,200,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,108,0,0,0,45,14,0,60,30,100,-1,-1,0,-1,7,0,3,28,2,0,100,0,1,1,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
4120200,Sharp Follower Sabre,2812,80722,930500,4,0,700,270,100,14,42,0,0,45,30,25,25,-1,-1,-1,-1,-1,-1,100,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,108,0,0,0,45,14,0,60,30,200,-1,-1,0,-1,7,0,3,28,2,0,100,0,2,1,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
4120300,Refined Follower Sabre,2812,80723,930500,4,0,700,270,100,45,50,0,0,45,30,25,25,-1,-1,-1,-1,-1,-1,300,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,108,0,0,0,45,14,0,60,30,300,-1,-1,0,-1,7,0,3,28,2,0,100,0,8,1,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
4120400,Simple Follower Sabre,2812,80726,930500,4,0,700,270,100,35,45,80,0,45,30,25,25,-1,-1,-1,129000500,-1,-1,500,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,103,103,0,0,45,14,0,60,30,500,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,3,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,13000,-1,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
4120500,Crystal Follower Sabre,2812,80725,930500,4,0,700,270,100,35,45,80,0,45,30,25,25,-1,-1,-1,-1,-1,-1,400,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,103,103,0,0,45,14,0,60,30,400,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,3,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
4120600,Fire Follower Sabre,2812,80727,930500,4,0,700,270,100,35,45,0,0,45,30,25,25,-1,-1,-1,-1,-1,-1,600,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,103,0,103,0,45,14,0,60,30,600,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,2,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
4120700,Chaos Follower Sabre,2812,80728,930500,4,0,700,270,100,35,45,80,80,45,30,25,25,-1,-1,-1,-1,-1,-1,700,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,103,0,103,0,45,14,0,60,30,700,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,2,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,4,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
4120800,Lightning Follower Sabre,2812,80729,930500,4,0,700,270,100,35,45,0,80,45,30,25,25,-1,-1,-1,-1,-1,-1,800,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,412,1268,70,70,1,10,103,0,0,103,45,14,0,60,30,800,-1,-1,0,-1,7,0,3,28,2,0,100,0,0,6,0,0,10,9,14,0,0,99,0,0,10,66,0,2,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,1,0,0,0,0,0,100,0,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,28,0.105,0,0,0,1,1,0,0,0,0,0,0,1,1,30,0,0,7,0,7,0,15,0,607,24,0,0,9,15,15,15,15,15,15,15,15,15,15,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,10000,-1,1,1,0,0,0,0,1,0,0,0,0,1350,310,-
