#EquipParamAccessory=EQUIP_PARAM_ACCESSORY_ST
ID,Name,refId0,sfxVariationId,weight,behaviorId,basicPrice,sellValue,sortId,qwcId,equipModelId,iconId,shopLv,trophySGradeId,trophySeqId,equipModelCategory,equipModelGender,accessoryCategory,refCategory,spEffectCategory,pad1,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,IsDeposit,IsEquipOutBrake,disableMultiDropShare,IsDiscard,IsBool,0x3C,0x3C,0x3C,pad2,Costvalue,RingCompatibilityId,VowId,AchievementID,refId1,refId2,refId3,refId4,pad3
20001,Life Ring+1,112000100,-1,0.3,0,0,100,20101,0,0,5000,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,1,0,13,0,0,0,0,-
20002,Life Ring+2,112000200,-1,0.3,0,0,150,20102,0,0,5000,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,1,0,13,0,0,0,0,-
20003,Life Ring+3,112000300,-1,0.3,0,0,200,20103,0,0,5000,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,1,0,13,0,0,0,0,-
20010,Chloranthy Ring,112001000,-1,0.7,0,0,100,20500,0,0,5004,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,2,0,13,0,0,0,0,-
20011,Chloranthy Ring+1,112001100,-1,0.7,0,0,150,20501,0,0,5004,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,2,0,13,0,0,0,0,-
20012,Chloranthy Ring+2,112001200,-1,0.7,0,0,200,20502,0,0,5004,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,2,0,13,0,0,0,0,-
20013,Chloranthy Ring+3,112001300,-1,0.7,0,0,300,20503,0,0,5004,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,2,0,255,0,0,0,0,-
20020,Havel's Ring,112002000,-1,1.5,0,0,100,20600,0,0,5007,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,3,0,13,0,0,0,0,-
20021,Havel's Ring+1,112002100,-1,1.5,0,0,150,20601,0,0,5007,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,3,0,13,0,0,0,0,-
20022,Havel's Ring+2,112002200,-1,1.5,0,0,200,20602,0,0,5007,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,3,0,13,0,0,0,0,-
20023,Havel's Ring+3,112002300,-1,1.5,0,0,300,20603,0,0,5007,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,3,0,255,0,0,0,0,-
20030,Ring of Favor,112003000,-1,1.5,0,0,100,20700,0,0,5010,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,4,0,13,110900000,0,0,0,-
20031,Ring of Favor+1,112003100,-1,1.5,0,0,150,20701,0,0,5010,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,4,0,13,110900000,0,0,0,-
20032,Ring of Favor+2,112003200,-1,1.5,0,0,200,20702,0,0,5010,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,4,0,13,110900000,0,0,0,-
20033,Ring of Favor+3,112003300,-1,1.5,0,0,300,20703,0,0,5010,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,4,0,255,110900000,0,0,0,-
20040,Ring of Steel Protection,112004000,-1,0.8,0,0,300,20900,0,0,5013,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,5,0,13,0,0,0,0,-
20041,Ring of Steel Protection+1,112004100,-1,0.8,0,0,350,20901,0,0,5013,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,5,0,13,0,0,0,0,-
20042,Ring of Steel Protection+2,112004200,-1,0.8,0,0,500,20902,0,0,5013,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,5,0,13,0,0,0,0,-
20043,Ring of Steel Protection+3,112004300,-1,0.8,0,0,550,20903,0,0,5013,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,5,0,255,0,0,0,0,-
20044,Ring of Iron Protection,112004500,-1,0.8,0,0,550,20904,0,0,5014,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,50000,74,0,255,0,0,0,0,-
20045,Specked Ironplate ring,112004600,-1,0.9,0,0,150,21402,0,0,5029,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,50000,75,0,255,0,0,0,0,-
20050,Flame Stoneplate Ring,112005000,-1,0.6,0,0,100,21100,0,0,5016,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,6,0,13,0,0,0,0,-
20051,Flame Stoneplate Ring+1,112005100,-1,0.6,0,0,150,21101,0,0,5016,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,6,0,13,0,0,0,0,-
20052,Flame Stoneplate Ring+2,112005200,-1,0.6,0,0,200,21102,0,0,5016,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,6,0,13,0,0,0,0,-
20060,Thunder Stoneplate Ring,112006000,-1,0.6,0,0,100,21200,0,0,5019,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,7,0,13,0,0,0,0,-
20061,Thunder Stoneplate Ring+1,112006100,-1,0.6,0,0,150,21201,0,0,5019,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,7,0,13,0,0,0,0,-
20062,Thunder Stoneplate Ring+2,112006200,-1,0.6,0,0,200,21202,0,0,5019,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,7,0,13,0,0,0,0,-
20070,Magic Stoneplate Ring,112007000,-1,0.6,0,0,100,21000,0,0,5022,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,8,0,13,0,0,0,0,-
20071,Magic Stoneplate Ring+1,112007100,-1,0.6,0,0,150,21001,0,0,5022,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,8,0,13,0,0,0,0,-
20072,Magic Stoneplate Ring+2,112007200,-1,0.6,0,0,200,21002,0,0,5022,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,8,0,13,0,0,0,0,-
20080,Dark Stoneplate Ring,112008000,-1,0.6,0,0,100,21300,0,0,5025,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,9,0,13,0,0,0,0,-
20081,Dark Stoneplate Ring+1,112008100,-1,0.6,0,0,150,21301,0,0,5025,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,9,0,13,0,0,0,0,-
20082,Dark Stoneplate Ring+2,112008200,-1,0.6,0,0,200,21302,0,0,5025,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,9,0,13,0,0,0,0,-
20090,Speckled Stoneplate Ring,112009000,-1,0.9,0,0,100,21400,0,0,5028,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,10,0,13,0,0,0,0,-
20091,Speckled Stoneplate Ring+1,112009100,-1,0.9,0,0,150,21401,0,0,5028,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,10,0,13,0,0,0,0,-
20100,Bloodbite Ring,112010000,-1,0.6,0,0,100,21500,0,0,5030,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,11,0,13,0,0,0,0,-
20101,Bloodbite Ring+1,112010100,-1,0.6,0,0,150,21501,0,0,5030,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,11,0,13,0,0,0,0,-
20110,Poisonbite Ring,112011000,-1,0.6,0,0,100,21600,0,0,5032,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,12,0,13,0,0,0,0,-
20111,Poisonbite Ring+1,112011100,-1,0.6,0,0,150,21601,0,0,5032,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,12,0,13,0,0,0,0,-
20120,Cursebite Ring,112012000,-1,0.6,0,0,100,21700,0,0,5034,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,20000,13,0,13,0,0,0,0,-
20130,Fleshbite Ring,112013000,-1,0.9,0,0,100,21800,0,0,5035,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,25000,14,0,13,0,0,0,0,-
20131,Fleshbite Ring+1,112013100,-1,0.9,0,0,150,21801,0,0,5035,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,14,0,13,0,0,0,0,-
20140,Wood Grain Ring,112014000,-1,0.5,0,0,100,24600,0,0,5037,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,3000,15,0,13,0,0,0,0,-
20141,Wood Grain Ring+1,112014100,-1,0.5,0,0,150,24601,0,0,5037,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,15,0,13,0,0,0,0,-
20142,Wood Grain Ring+2,112014200,-1,0.5,0,0,200,24602,0,0,5037,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,15,0,13,0,0,0,0,-
20150,Scholar Ring,112015000,-1,0.6,0,0,1000,22100,0,0,5040,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,30000,16,0,13,0,0,0,0,-
20160,Priestess Ring,112016000,-1,0.6,0,0,1000,22200,0,0,5041,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1000,17,0,13,0,0,0,0,-
20170,Red Tearstone Ring,112017000,-1,1.4,0,0,300,25200,0,0,5042,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,18,0,13,0,0,0,0,-
20180,Blue Tearstone Ring,112018000,-1,1.1,0,0,300,25300,0,0,5043,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,19,0,13,0,0,0,0,-
20190,Wolf Ring,112019000,-1,0.5,0,0,1000,23800,0,0,5044,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,20,0,13,0,0,0,0,-
20191,Wolf Ring+1,112019100,-1,0.5,0,0,150,23801,0,0,5044,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,20,0,13,0,0,0,0,-
20192,Wolf Ring+2,112019200,-1,0.5,0,0,200,23802,0,0,5044,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,20,0,13,0,0,0,0,-
20193,Wolf Ring+3,112019300,-1,0.5,0,0,300,23803,0,0,5044,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,20,0,255,0,0,0,0,-
20200,Leo Ring,112020000,-1,0.5,0,0,1000,23700,0,0,5047,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,15000,21,0,13,0,0,0,0,-
20210,Ring of Sacrifice,112021000,-1,1,0,0,2000,27000,0,0,5048,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,5000,22,0,13,0,0,0,0,-
20230,Young Dragon Ring,129010510,-1,0.7,0,0,100,22800,0,0,5050,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,23,0,13,0,0,0,0,-
20231,Bellowing Dragoncrest Ring,112023100,-1,1,0,0,150,22900,0,0,5051,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,18000,24,0,13,0,0,0,0,-
20240,Great Swamp Ring,112016500,-1,0.7,0,0,100,23000,0,0,5001,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,25,0,13,0,0,0,0,-
20241,Witch's Ring,112024100,-1,1,0,0,150,23100,0,0,5053,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,18000,26,0,13,0,0,0,0,-
20250,Morne's Ring,112025001,-1,0.7,0,0,100,23203,0,0,5002,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,27,0,13,0,0,0,0,-
20251,Ring of the Sun's First Born,112025100,-1,1,0,0,150,23300,0,0,5055,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,18000,28,0,13,0,0,0,0,-
20252,ring of unburdened +2,112025002,-1,0.7,0,0,100,23202,0,0,5002,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,27,0,13,0,0,0,0,-
20253,ring of unburdened +1,112025003,-1,0.7,0,0,100,23201,0,0,5002,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,27,0,13,0,0,0,0,-
20254,ring of unburdened +0,112025004,-1,0.7,0,0,100,23200,0,0,5002,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,27,0,13,0,0,0,0,-
20270,Lingering Dragoncrest Ring,112027000,-1,0.5,0,0,100,23400,0,0,5058,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,3000,29,0,13,0,0,0,0,-
20271,Lingering Dragoncrest Ring+1,112027100,-1,0.5,0,0,150,23401,0,0,5058,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,29,0,13,0,0,0,0,-
20272,Lingering Dragoncrest Ring+2,112027200,-1,0.5,0,0,200,23402,0,0,5058,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,29,0,13,0,0,0,0,-
20280,Sage Ring,112028000,-1,0.7,0,0,100,23500,0,0,5061,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,5000,30,0,13,0,0,0,0,-
20281,Sage Ring+1,112028100,-1,0.7,0,0,150,23501,0,0,5061,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,30,0,13,0,0,0,0,-
20282,Sage Ring+2,112028200,-1,0.7,0,0,200,23502,0,0,5061,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,30,0,13,0,0,0,0,-
20290,Slumbering Dragoncrest Ring,112029000,-1,0.7,0,0,1000,26300,0,0,5064,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,31,0,13,0,0,0,0,-
20300,Dusk Crown Ring,112030000,-1,0.6,0,0,1000,23600,0,0,5065,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,32,0,13,0,0,0,0,-
20310,Saint's Ring,112031000,-1,0.5,0,0,100,22500,0,0,5066,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,33,0,13,0,0,0,0,-
20320,Deep Ring,112032000,-1,0.5,0,0,1000,22600,0,0,5067,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,22000,34,0,13,0,0,0,0,-
20330,Darkmoon Ring,112033000,-1,0.8,0,0,1000,22700,0,0,5068,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,35,0,13,0,0,0,0,-
20370,Hawk Ring,112037000,-1,0.7,0,0,1000,23900,0,0,5072,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,36,0,13,0,0,0,0,-
20380,Hornet Ring,112038000,-1,1.1,0,0,1000,24000,0,0,5073,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,37,0,13,0,0,0,0,-
20390,Covetous Gold Serpent Ring,112039000,-1,1.2,0,0,500,22300,0,0,5074,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,8000,38,0,13,0,0,0,0,-
20391,Covetous Gold Serpent Ring+1,112039100,-1,1.2,0,0,650,22301,0,0,5074,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,38,0,13,0,0,0,0,-
20392,Covetous Gold Serpent Ring+2,112039200,-1,1.2,0,0,800,22302,0,0,5074,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,38,0,13,0,0,0,0,-
20393,Covetous Gold Serpent Ring+3,112039300,-1,1.2,0,0,900,22303,0,0,5074,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,38,0,255,0,0,0,0,-
20400,Covetous Silver Serpent Ring,112040000,-1,1.2,0,0,500,22400,0,0,5077,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,8000,39,0,13,0,0,0,0,-
20401,Covetous Silver Serpent Ring+1,112040100,-1,1.2,0,0,650,22401,0,0,5077,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,39,0,13,0,0,0,0,-
20402,Covetous Silver Serpent Ring+2,112040200,-1,1.2,0,0,800,22402,0,0,5077,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,39,0,13,0,0,0,0,-
20403,Covetous Silver Serpent Ring+3,112040300,-1,1.2,0,0,900,22403,0,0,5077,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,39,0,255,0,0,0,0,-
20410,Sun Princess Ring,112041000,-1,0.6,0,0,600,20200,0,0,5080,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,40,0,13,110900001,0,0,0,-
20420,Silvercat Ring,112042000,-1,0.6,0,0,50,26200,0,0,5081,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,3000,41,0,13,0,0,0,0,-
20430,Skull Ring,112043000,-1,0.6,0,0,150,26800,0,0,5082,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,7000,42,0,13,0,0,0,0,-
20440,Untrue White Ring,112044000,-1,0.7,0,0,500,26600,0,0,5083,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,5000,43,0,13,0,0,0,0,-
20450,Carthus Milkring,112045000,-1,0.8,0,0,200,25600,0,0,5084,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,8000,44,0,13,0,0,0,0,-
20460,Knight's Ring,112046000,-1,0.8,0,0,300,21900,0,0,5085,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,45,0,13,0,0,0,0,-
20470,Hunter's Ring,112047000,-1,0.8,0,0,300,22000,0,0,5086,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,46,0,13,0,0,0,0,-
20480,Knight Slayer's Ring,112048000,-1,0.9,0,0,150,24100,0,0,5087,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,16000,47,0,13,0,0,0,0,-
20490,Magic Clutch Ring,112049000,-1,0.8,0,0,400,24800,0,0,5088,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,8000,48,0,13,0,0,0,0,-
20500,Lightning Clutch Ring,112050000,-1,0.8,0,0,400,24900,0,0,5089,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,8000,49,0,13,0,0,0,0,-
20510,Fire Clutch Ring,112051000,-1,0.8,0,0,400,25000,0,0,5090,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,8000,50,0,13,0,0,0,0,-
20520,Dark Clutch Ring,112052000,-1,0.8,0,0,400,25100,0,0,5091,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,14000,51,0,13,0,0,0,0,-
20540,Flynn's Ring,112054000,-1,-3,0,0,150,24700,0,0,5093,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,12000,52,0,13,0,0,0,0,-
20550,Prisoner's Chain,112055000,-1,0.8,0,0,150,20800,0,0,5094,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,53,0,13,0,0,0,0,-
20560,Untrue Dark Ring,112056000,-1,0.7,0,0,400,26500,0,0,5095,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,5000,43,0,13,0,0,0,0,-
20580,Obscuring Ring,112058000,-1,0.9,0,0,1000,26400,0,0,5110,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,55,0,13,0,0,0,0,-
20590,Ring of the Evil Eye,112059000,-1,1,0,0,100,24200,0,0,5098,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,56,0,13,0,0,0,0,-
20591,Ring of the Evil Eye+1,112059100,-1,1,0,0,150,24201,0,0,5098,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,56,0,13,0,0,0,0,-
20592,Ring of the Evil Eye+2,112059200,-1,1,0,0,200,24202,0,0,5098,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,-1,56,0,13,0,0,0,0,-
20593,Ring of the Evil Eye+3,112059300,-1,1,0,0,300,24203,0,0,5098,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,56,0,255,0,0,0,0,-
20600,Calamity Ring,112060000,-1,0.8,0,0,500,26900,0,0,5101,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,10000,57,0,13,0,0,0,0,-
20610,Farron Ring,112061000,-1,0.8,0,0,1000,24300,0,0,5102,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,58,0,13,0,0,0,0,-
20620,Aldrich's Ruby,112062000,-1,0.8,0,0,600,26000,0,0,5103,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,59,0,13,0,0,0,0,-
20630,Aldrich's Sapphire,112063000,-1,0.8,0,0,600,26100,0,0,5104,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,60,0,13,0,0,0,0,-
20660,Lloyd's Sword Ring,112066000,-1,0.9,0,0,500,25400,0,0,5107,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,61,0,13,0,0,0,0,-
20670,Lloyd's Shield Ring,112067000,-1,0.9,0,0,500,25500,0,0,5108,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,2500,62,0,13,0,0,0,0,-
20700,Estus Ring,112070000,-1,0.8,0,0,1000,20300,0,0,5111,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,63,0,13,0,0,0,0,-
20710,Ashen Estus Ring,112071000,-1,0.8,0,0,1000,20400,0,0,5112,-1,-1,-1,0,0,0,2,0,-,-1,-1,-1,1,0,0,1,1,0,0,0,-,1500,64,0,13,0,0,0,0,-
