#FootSfxParam=FOOT_SFX_PARAM_ST
ID,Name,FootSfxId000,FootSfxId001,FootSfxId002,FootSfxId003,FootSfxId004,FootSfxId005,FootSfxId006,FootSfxId007,FootSfxId008,FootSfxId009,FootSfxId010,FootSfxId011,FootSfxId012,FootSfxId013,FootSfxId014,FootSfxId015,FootSfxId016,FootSfxId017,FootSfxId018,FootSfxId019,FootSfxId020,FootSfxId021,FootSfxId022,FootSfxId023,FootSfxId024,FootSfxId025,FootSfxId026,FootSfxId027,FootSfxId028,FootSfxId029,FootSfxId030,FootSfxId031,FootSfxId032,FootSfxId033,FootSfxId034,FootSfxId035,FootSfxId036,FootSfxId037,FootSfxId038,FootSfxId039,FootSfxId040,FootSfxId041,FootSfxId042,FootSfxId043,FootSfxId044,FootSfxId045,FootSfxId046,FootSfxId047,FootSfxId048,FootSfxId049,FootSfxId050,FootSfxId051,FootSfxId052,FootSfxId053,FootSfxId054,FootSfxId055,FootSfxId056,FootSfxId057,FootSfxId058,FootSfxId059,FootSfxId060,FootSfxId061,FootSfxId062,FootSfxId063,FootSfxId064,FootSfxId065,FootSfxId066,FootSfxId067,FootSfxId068,FootSfxId069,FootSfxId070,FootSfxId071,FootSfxId072,FootSfxId073,FootSfxId074,FootSfxId075,FootSfxId076,FootSfxId077,FootSfxId078,FootSfxId079,FootSfxId080,FootSfxId081,FootSfxId082,FootSfxId083,FootSfxId084,FootSfxId085,FootSfxId086,FootSfxId087,FootSfxId088,FootSfxId089,FootSfxId090,FootSfxId091,FootSfxId092,FootSfxId093,FootSfxId094,FootSfxId095,FootSfxId096,FootSfxId097,FootSfxId098,FootSfxId099,FootSfxId100,FootSfxId101,FootSfxId102,FootSfxId103,FootSfxId104,FootSfxId105,FootSfxId106,FootSfxId107,FootSfxId108,FootSfxId109,FootSfxId110,FootSfxId111,FootSfxId112,FootSfxId113,FootSfxId114,FootSfxId115,FootSfxId116,FootSfxId117,FootSfxId118,FootSfxId119,FootSfxId120,FootSfxId121,FootSfxId122,FootSfxId123,FootSfxId124,FootSfxId125,FootSfxId126,FootSfxId127,FootSfxId128,FootSfxId129,FootSfxId130,FootSfxId131,FootSfxId132,FootSfxId133,FootSfxId134,FootSfxId135,FootSfxId136,FootSfxId137,FootSfxId138,FootSfxId139,FootSfxId140,FootSfxId141,FootSfxId142,FootSfxId143,FootSfxId144,FootSfxId145,FootSfxId146,FootSfxId147,FootSfxId148,FootSfxId149,FootSfxId150,FootSfxId151,FootSfxId152,FootSfxId153,FootSfxId154,FootSfxId155,FootSfxId156,FootSfxId157,FootSfxId158,FootSfxId159,FootSfxId160,FootSfxId161,FootSfxId162,FootSfxId163,FootSfxId164,FootSfxId165,FootSfxId166,FootSfxId167,FootSfxId168,FootSfxId169,FootSfxId170,FootSfxId171,FootSfxId172,FootSfxId173,FootSfxId174,FootSfxId175,FootSfxId176,FootSfxId177,FootSfxId178,FootSfxId179,FootSfxId180,FootSfxId181,FootSfxId182,FootSfxId183,FootSfxId184,FootSfxId185,FootSfxId186,FootSfxId187,FootSfxId188,FootSfxId189,FootSfxId190,FootSfxId191,FootSfxId192,FootSfxId193,FootSfxId194,FootSfxId195,FootSfxId196,FootSfxId197,FootSfxId198,FootSfxId199
10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,0,0,0,0,0,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,0,0,0,0,0,101111,101111,101112,101113,101114,101115,101116,101117,101118,101119,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,,102001,115001,102002,102003,102004,115005,115006,115007,115008,115009,102011,115011,102012,102013,102014,102015,102016,102017,102018,102019,102021,115021,102022,102023,102024,0,0,0,0,0,102031,115031,102032,102033,102034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102101,115101,102102,102103,102104,0,0,0,0,0,102111,102111,115112,102113,102114,0,0,0,0,0,102121,115121,102122,102123,102124,0,0,0,0,0,102131,115131,102132,102133,102134,0,0,0,0,0,102141,115141,102142,102143,102144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,0,0,0,0,0,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101104,0,0,0,0,0,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,,118001,118001,118002,118003,118004,0,0,0,0,0,118011,118011,118012,118013,118014,0,0,0,0,0,118021,118021,118022,118023,118024,0,0,0,0,0,118031,118031,118032,118033,118034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118101,118101,118102,118103,118104,0,0,0,0,0,118111,118111,118112,118113,118114,0,0,0,0,0,118121,118121,118122,118123,118124,0,0,0,0,0,118131,118131,118132,118133,118134,0,0,0,0,0,118141,118141,118142,118143,118144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,,101001,101001,101002,101003,101004,0,0,0,0,0,101011,101011,101012,101013,101014,0,0,0,0,0,101021,101021,101022,101023,101024,0,0,0,0,0,101031,101031,101032,101033,101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101101,101101,101102,101103,101101,0,0,0,0,0,101111,101111,101112,101113,101114,0,0,0,0,0,101121,101121,101122,101123,101124,0,0,0,0,0,101131,101131,101132,101133,101134,0,0,0,0,0,101141,101141,101142,101143,101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,,120001,120001,120002,120003,120004,0,0,0,0,0,120011,120011,120012,120013,120014,0,0,0,0,0,120021,120021,120022,120023,120024,0,0,0,0,0,120031,120031,120032,120033,120034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120101,120101,120102,120103,120104,0,0,0,0,0,120111,120111,120112,120113,120114,0,0,0,0,0,120121,120121,120122,120123,120124,120125,120126,120127,120128,120129,120131,120131,120132,120133,120134,0,0,0,0,0,120141,120141,120142,120143,120144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,121001,121001,121002,121003,121004,0,0,0,0,0,121011,121011,121012,121013,121014,0,0,0,0,0,121021,121021,121022,121023,121024,0,0,0,0,0,121031,121031,121032,121033,121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121101,121101,121102,121103,121104,0,0,0,0,0,121111,121111,120112,120113,120114,0,0,0,0,0,121121,121121,121122,121123,121124,0,0,0,0,0,121131,121131,121132,121133,121134,0,0,0,0,0,121141,121141,121142,121143,121144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,,121001,121001,121002,121003,121004,0,0,0,0,0,121011,121011,121012,121013,121014,0,0,0,0,0,121021,121021,121022,121023,121024,0,0,0,0,0,121031,121031,121032,121033,121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121101,121101,121102,121103,121104,0,0,0,0,0,121111,121111,120112,120113,120114,0,0,0,0,0,121121,121121,121122,121123,121124,0,0,0,0,0,121131,121131,121132,121133,121134,0,0,0,0,0,121141,121141,121142,121143,121144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,123001,123001,123002,123003,123004,2000,2000,2000,2000,2000,123011,123011,123012,123013,123014,2000,2000,2000,2000,2000,123021,123021,123022,123023,123024,2000,2000,2000,2000,2000,123031,123031,123032,123033,123034,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,123101,123101,123102,123103,123104,2000,2000,2000,2000,2000,123111,123111,122112,122113,122114,2000,2000,2000,2000,2000,123121,123121,123122,123123,123124,2000,2000,2000,2000,2000,123131,123131,123132,123133,123134,2000,2000,2000,2000,2000,123141,123141,123142,123143,123144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
