#NpcParam=NPC_PARAM_ST
ID,Name,behaviorVariationId,AiThinkId,NameId,turnVellocity,hitHeight,hitRadius,weight,hitOffset,Hp,Mp,getSoul,ItemLotId1,ItemLotId2,ItemLotId3,ItemLotId4,ItemLotId5,ItemLotId6,humanityLotId,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,spEffectId5,spEffectId6,spEffectId7,GameClearSpEffectID,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,animidOffset,moveAnimId,spMoveAnimId1,spMoveAnimId2,networkWarpDisp,dbgBehaviorR1,dbgBehaviorL1,dbgBehaviorR2,dbgBehaviorL2,dbgBehaviorRL,dbgBehaviorRR,dbgBehaviorRD,dbgBehaviorRU,dbgBehaviorLL,dbgBehaviorLR,dbgBehaviorLD,dbgBehaviorLU,animIdOffset,partsDamageRate1,partsDamageRate2,partsDamageRate3,partsDamageRate4,partsDamageRate5,partsDamageRate6,partsDamageRate7,partsDamageRate8,weakPartsDamageRate,SuperArmorRecoverCorrection,SuperArmorBrakeKnockbackDist,stamina,staminaRecoverBaseVal,defPhys,defSlash,defBlow,defThrust,defMag,defFire,defThunder,defFlickPower,resistPoison,resistToxic,resistBlood,resistCurse,ghostModelId,normalChangeResourceId,guardAngle,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,superArmorDurability,normalChangeTexChrId,dropType,knockbackRate,knockbackParamId,fallDamageDamp,staminaGuardDef,pcAttrB,pcAttrW,pcAttrL,pcAttrR,areaAttrB,areaAttrW,areaAttrL,areaAttrR,mpRecoverBaseVal,flickDamageCutRate,defaultLodParamId,drawType,npcType,teamType,moveType,lockDist,material,materialSfx,partsDamageType,maxUndurationAng,guardLevel,burnsfxType,poisonGuardResist,toxicGuardResist,bloodGuardResist,curseGuardResist,parryAttack,parryDefense,sfxSize,pushOutCamRegionRadius,hitStopType,ladderEndChkOffsetTop,ladderEndChkOffsetLow,UseRagdollCamHit,disableClothRigidHit,UseRagdoll,isDemon,isGhost,isNoDamageMotion,isUnduration,isChangeWanderGhost,ModelDispMask0,ModelDispMask1,ModelDispMask2,ModelDispMask3,ModelDispMask4,ModelDispMask5,ModelDispMask6,ModelDispMask7,ModelDispMask8,ModelDispMask9,ModelDispMask10,ModelDispMask11,ModelDispMask12,ModelDispMask13,ModelDispMask14,ModelDispMask15,isEnableNeckTurn,disableRespawn,isMoveAnimWait,isCrowd,isWeakSaint,isWeakA,isWeakB,isEnableDropSoulCapture,VowType0,VowType1,VowType2,disableIntiliazeDead,isSoulGetByBoss,isMultilingual,Unk1,Unk2,ModelDispMask16,ModelDispMask17,ModelDispMask18,ModelDispMask19,ModelDispMask20,ModelDispMask21,ModelDispMask22,ModelDispMask23,ModelDispMask24,ModelDispMask25,ModelDispMask26,ModelDispMask27,ModelDispMask28,ModelDispMask29,ModelDispMask30,ModelDispMask31,itemSearchRadius,subHitHeight,subHitRadius,turnVelocityType,isMultModeBoss,Unk3,behMemSize,Unk4,isUseFeetData,Unk5,Unk6,Unk7,defDark,subTurnVelocity,footStepId,subMaterial,subMaterialSfx,material_Weak,materialSfx_Weak,subMaterial_weak,subMaterialSfx_weak,spEffectId8,spEffectId9,spEffectId10,spEffectId11,spEffectId12,spEffectId13,spEffectId14,spEffectId15,TentativePlayerId,basicToughnessValue,gameSystemParamCorrection,regainRate_PhysNeutral,regainRate_PhysSlash,regainRate_PhysBlow,regainRate_PhysThrust,regainRate_Magic,regainRate_Fire,regainRate_Thunder,regainRate_Dark,maxAnkleAngle,clothUpdateOffset,spNpcType [ON_OFF],normalChangeModelId,normalChangeAnimChrId,staminaGuardDefVal,CultSettingId,PhantomParamId,MultiPlayCorrectionId,FootAnkle,resistFrost,subNpcType,subTeamType,lockCamParamId,spEffectId16,spEffectId17,spEffectId18,spEffectId19,spEffectId20,spEffectId21,spEffectId22,spEffectId23,spEffectId24,spEffectId25,spEffectId26,spEffectId27,spEffectId28,spEffectId29,spEffectId30,spEffectId31,lockCorrection,subClothUpdateOffset,pad1,EstusFlaskParamId,TextId,HP&MP_RestoreId0,HP_RestoreId0,MP_RestoreId0,HP&MP_RestoreId1,HP_RestoreId1,MP_RestoreId1,subPhantomParamId,activateDistance,DeactivateDistance,pad2
107207,,10700,0,0,130,1.9,0.3,100,0,117,0,160,10702000,-1,-1,-1,-1,-1,-1,0,0,5362,7070,0,0,30000,30010,7470,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,5830,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.58,60,0,1,-1,-1,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107208,,10700,0,0,130,1.9,0.3,100,0,117,0,160,10702100,-1,-1,-1,-1,-1,-1,0,0,5362,7070,0,0,30000,30010,7470,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,5830,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.58,60,0,1,-1,-1,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107209,,10700,0,0,130,1.9,0.3,100,0,117,0,160,10702200,-1,-1,-1,-1,-1,-1,0,0,5362,7070,0,0,30000,30010,7470,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,5830,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.58,60,0,1,-1,-1,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107213,,10700,0,0,130,1.9,0.3,100,0,117,0,160,10702000,-1,-1,-1,-1,-1,-1,0,0,5362,7070,0,0,30000,30010,7470,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,0,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.58,60,0,1,-1,-1,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107214,,10700,0,0,130,1.9,0.3,100,0,117,0,160,10702000,-1,-1,-1,-1,-1,-1,0,0,5362,7070,0,0,30000,30010,7470,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,0,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.58,60,0,1,-1,-1,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107215,,10700,0,0,130,1.9,0.3,100,0,117,0,160,10702400,-1,-1,-1,-1,-1,-1,0,0,5362,7070,0,0,30000,30010,7470,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,0,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.58,60,0,1,-1,-1,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107216,,10700,0,0,130,1.9,0.3,100,0,117,0,160,10702300,-1,-1,-1,-1,-1,-1,0,0,5362,7070,0,0,30000,30010,7470,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,5830,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.58,60,0,1,-1,-1,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107301,,10700,0,0,130,1.9,0.3,100,0,117,0,800,10703000,-1,-1,-1,-1,-1,-1,0,0,5362,7170,0,0,30000,30010,7570,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,0,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.92,60,0,1,-1,1070,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107302,,10700,0,0,130,1.9,0.3,100,0,117,0,800,10703100,-1,-1,-1,-1,-1,-1,0,0,5362,7170,0,0,30000,30010,7570,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,0,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.92,60,0,1,-1,1070,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107313,,10700,0,0,130,1.9,0.3,100,0,117,0,800,10703000,-1,-1,-1,-1,-1,-1,0,0,5362,7170,0,0,30000,30010,7570,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,0,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.92,60,0,1,-1,1070,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
107314,,10700,0,0,130,1.9,0.3,100,0,117,0,800,10703000,-1,-1,-1,-1,-1,-1,0,0,5362,7170,0,0,30000,30010,7570,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,999,999,999,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,124,124,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,0,0,0,0,100,999,1,124,124,139,139,139,139,30020,30030,30040,30100,0,0,0,0,101,35,0.4,0.8,0.78,1.2,0.6,1,0.85,0.6,0.92,60,0,1,-1,1070,256,0,-1,100,10,999,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
109000,Dead soldier: Segunda State folding Sword Half-naked Ojo 1 -- 亡者兵士：グンダ状態　折剣　半裸　王城1,10900,0,0,90,3.8,0.6,100,0,526,0,250,10900000,-1,-1,-1,-1,-1,-1,0,5300,0,7040,10561,5709,30000,30010,7440,0,0,0,0,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,21,100,0,0,0,100,100,100,0,999,999,112,999,-1,-1,0,0,0,0,0,1109,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,7,3,0,148,148,0,0,0,0,0,0,0,0,0,0,2,0,2,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.8,0.6,0,0,0,0,0,0,0,0,0,100,999,1,141,141,139,139,139,139,0,30030,0,0,30200,11980,0,0,101,0,0.4,1.15,1.16,1.13,1.17,1.17,1.88,1.04,0.6,0,0,1,-1,-1,256,0,-1,200,10,252,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,1500,0,0,0,0,-1,0,0,-
109001,,10900,0,0,90,3.8,0.6,100,0,526,0,250,10900010,-1,-1,-1,-1,-1,-1,0,5300,0,7040,10561,5709,30000,30010,7440,0,0,0,0,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,21,100,0,0,0,100,100,100,0,999,999,112,999,-1,-1,0,0,0,0,0,1109,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,7,3,0,148,148,0,0,0,0,0,0,0,0,0,0,2,0,2,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.8,0.6,0,0,0,0,0,0,0,0,0,100,999,1,141,141,139,139,139,139,0,30030,0,0,30200,11980,0,0,101,0,0.4,1.15,1.16,1.13,1.17,1.17,1.88,1.04,0.6,0,0,1,-1,-1,256,0,-1,200,10,252,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,1500,0,0,0,0,-1,0,0,-
109100,Dead soldier: Segunda State folding Sword Half-naked Ojo 2 -- 亡者兵士：グンダ状態　折剣　半裸　王城2,10900,0,0,90,3.8,0.6,100,0,526,0,4000,10901000,-1,-1,-1,-1,-1,-1,0,5300,0,7140,10561,5709,30000,30010,7540,0,0,0,0,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,21,100,0,0,0,100,100,100,0,999,999,112,999,-1,-1,0,0,0,0,0,1109,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,7,3,0,148,148,0,0,0,0,0,0,0,0,0,0,2,0,2,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.8,0.6,0,0,0,0,0,0,0,0,0,100,999,1,141,141,139,139,139,139,0,30030,0,0,30200,11980,0,0,101,0,0.4,1.15,1.16,1.13,1.17,1.17,1.88,1.04,0.6,0,0,1,-1,-1,256,0,-1,200,10,252,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,1500,0,0,0,0,-1,0,0,-
109110,,10900,0,0,0,3.8,0.6,100,0,526,0,0,10901000,-1,-1,-1,-1,-1,-1,5404,5300,0,7140,10561,5709,30000,30010,7540,0,0,0,0,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,21,100,0,0,0,100,100,100,0,999,999,112,999,-1,-1,0,0,0,0,0,1109,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,7,0,0,148,148,0,0,0,0,0,0,0,0,0,0,2,0,2,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8,0.6,0,0,0,0,0,0,0,0,0,100,999,1,141,141,139,139,139,139,0,30030,0,0,30200,11980,0,0,101,0,0.4,1.15,1.16,1.13,1.17,1.17,1.88,1.04,0.6,0,0,1,-1,-1,256,0,-1,200,10,252,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,1500,0,0,0,0,-1,0,0,-
109200,Dead soldier: Segunda State folding Sword Half-naked Ojo 3 -- 亡者兵士：グンダ状態　折剣　半裸　王城3,10900,0,0,90,3.8,0.6,100,0,526,0,2500,10902000,-1,-1,-1,-1,-1,-1,0,5300,0,7135,10561,5709,30000,30010,7535,0,0,0,0,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,21,100,0,0,0,100,100,100,0,999,999,112,999,-1,-1,0,0,0,0,0,1109,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,7,3,0,148,148,0,0,0,0,0,0,0,0,0,0,2,0,2,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.8,0.6,0,0,0,0,0,0,0,0,0,100,999,1,141,141,139,139,139,139,0,30030,0,0,30200,11980,0,0,101,0,0.4,1.15,1.16,1.13,1.17,1.17,1.88,1.04,0.6,0,0,1,-1,-1,256,0,-1,200,10,252,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,1500,0,0,0,0,-1,0,0,-
109300,,10900,0,0,90,3.8,0.6,100,0,526,0,3500,10903000,-1,-1,-1,-1,-1,-1,0,5300,0,7010,10561,5709,30000,30010,7410,0,0,0,0,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,1,0,50,21,100,0,0,0,100,100,100,0,999,999,112,999,-1,-1,0,0,0,0,0,1109,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,7,3,0,148,148,0,0,0,0,0,0,0,0,0,0,2,0,2,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.8,0.6,0,0,0,0,0,0,0,0,0,100,999,1,141,141,139,139,139,139,0,30030,0,0,30200,11980,0,0,101,0,0.4,1.15,1.16,1.13,1.17,1.17,1.88,1.04,0.6,0,0,1,-1,-1,256,0,-1,200,10,252,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,1500,0,0,0,0,-1,0,0,-
110000,Dead Soldier Sword only dress Ojo 1 -- 亡者兵士　剣のみ　軽装　王城1,11000,0,0,180,1.9,0.4,100,0,117,0,30,11000000,-1,-1,-1,-1,-1,-1,0,0,0,7010,10562,0,0,0,7410,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,63,63,112,999,-1,-1,0,0,0,0,0,1109,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,110,110,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.9,0.4,0,0,0,0,0,0,0,0,0,100,999,1,109,109,139,139,108,108,0,30030,0,0,30200,0,0,0,101,0,0.4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,60,0,1,-1,-1,256,110000,-1,100,10,112,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
110001,Dead Soldier Sword only lightly waist lantern no Ojo 1 -- 亡者兵士　剣のみ　軽装　腰ランタン無し　王城1,11000,0,0,180,1.9,0.4,100,0,117,0,30,11000000,-1,-1,-1,-1,-1,-1,0,0,0,7010,0,0,0,0,7410,70,65,45,65,0,0,0,0,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,1,0,50,21,100,0,0,0,100,100,100,0,63,63,112,999,-1,-1,0,0,0,0,0,1109,0,0,0,75,55,0,0,0,0,0,0,0,0,10,0,11,0,0,6,3,0,110,110,0,0,4,0,60,60,60,60,0,0,0,0,0,16,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.9,0.4,0,0,0,0,0,0,0,0,0,100,999,1,109,109,139,139,108,108,0,30030,0,0,30200,0,0,0,101,0,0.4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,60,0,1,-1,-1,256,0,-1,100,10,112,60,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-,1001,-1,0,300,0,0,0,0,-1,0,0,-
