#EquipMtrlSetParam=EQUIP_MTRL_SET_PARAM_ST
ID,Name,MaterialId01,MaterialId02,MaterialId03,MaterialId04,MaterialId05,ItemNum01,ItemNum02,ItemNum03,ItemNum04,ItemNum05,isDisableDispNum01,isDisableDispNum02,isDisableDispNum03,isDisableDispNum04,isDisableDispNum05,pad1
1404,,1001,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1405,,1001,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1406,,1001,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1407,,1002,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1408,,1002,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1409,,1002,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1410,,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1500,,1240,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
1501,,1000,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1502,,1000,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1503,,1000,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1504,,1001,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1505,,1001,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1506,,1001,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1507,,1002,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
1508,,1002,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
1509,,1002,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,1,0,0,-
1510,,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2000,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-
2001,,1020,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2002,,1020,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
2003,,1020,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
2004,,1020,-1,-1,-1,-1,8,-1,-1,-1,-1,0,0,1,0,0,-
2005,,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2100,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-
2101,,1010,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2102,,1010,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
2103,,1010,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
2104,,1010,-1,-1,-1,-1,8,-1,-1,-1,-1,0,0,1,0,0,-
2105,,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2200,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-
2201,,1030,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
2202,,1030,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,1,0,0,-
2203,,1030,-1,-1,-1,-1,4,-1,-1,-1,-1,0,0,1,0,0,-
2204,,1030,-1,-1,-1,-1,8,-1,-1,-1,-1,0,0,1,0,0,-
2205,,1003,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100000,,712,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100001,,713,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100002,,714,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100003,,715,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100004,,717,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100005,,718,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100006,,719,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100007,,720,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100008,,721,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100009,,722,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100010,,723,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100011,,724,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100012,,725,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100013,,726,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100014,,727,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100015,,729,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100016,,731,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100017,,732,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100018,,733,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100019,,739,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100020,,742,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100021,,728,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100022,,743,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100023,,744,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100024,,745,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100025,,746,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
100026,,747,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,-
