#Magic=MAGIC_PARAM_ST
ID,Name,yesNoDialogMessageId,LimitCancelSpEffectId,sortId,refId,refIdFpCost1,refIdSpCost1,iconId,behaviorId,mtrlItemId,replaceMagicId,maxQuantity,heroPoint,overDexterity,sfxVariationId,slotLength,requirementIntellect,requirementFaith,analogDexterityMin,analogDexterityMax,ezStateBehaviorType,refCategory1,spEffectCategory,refType,menuType,refCategory4,hasSpEffectType,VowType0,VowType1,VowType2,VowType3,VowType4,VowType5,VowType6,VowType7,enableMulti,enableMultOnly,isEnchant,isShieldEnchant,enable_live,enable_gray,enable_white,enable_black,disable_offline,castResonanceMagic,Unk1,Unk2,Unk3,Unk4,Unk5,Unk6,VowType8,VowType9,VowType10,VowType11,VowType12,VowType13,VowType14,VowType15,Unk7,Unk8,CastSfx1,CastSfx2,CastSfx3,Unk9,AttributeType,AttributeVal0,AttributeVal1,AttributeVal2,AttributeVal3,refCategory2,refIdSpCost4,magicId0,magicId1,magicId2,magicId3,refIdFpCost2,refIdSpCost2,Unk10,refCategory3,refIdFpCost4,refIdFpCost3,refIdSpCost3,refId1,refId2,refId3,refId4,pad1
2405000,Fire Surge,0,-1,3104,0,2,0,4088,0,-1,0,-1,0,99,82,1,6,0,10,50,2,1,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524050,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12405000,-1,-1,-1,-
2407000,Black Serpent,0,-1,3106,0,19,45,4100,0,-1,0,-1,0,99,83,1,15,15,10,50,2,1,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524070,524071,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12407000,-1,-1,-1,-
2410000,Combustion,0,-1,3107,0,16,20,4027,0,-1,0,-1,0,99,80,1,6,6,10,50,2,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524100,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12410000,-1,-1,-1,-
2411000,Great Combustion,0,-1,3108,0,17,30,4028,0,-1,0,-1,0,99,80,1,10,10,10,50,2,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524110,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12411000,-1,-1,-1,-
2420000,Poison Mist,0,-1,3111,0,18,45,4029,0,-1,0,-1,0,99,17,1,0,10,10,50,2,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12420000,-1,-1,-1,-
2421000,Toxic Mist,0,-1,3112,0,24,45,4030,0,-1,0,-1,0,99,18,1,0,15,10,50,2,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12421000,-1,-1,-1,-
2422000,Acid Surge,0,-1,3113,0,24,45,4094,0,-1,0,-1,0,99,19,1,0,13,10,50,2,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12422000,-1,-1,-1,-
2430000,Iron Flesh,0,-1,3114,0,40,40,4031,0,-1,0,-1,0,99,37,1,8,0,10,50,2,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524300,524301,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12430000,-1,-1,-1,-
2431000,Flash Sweat,0,-1,3115,0,20,40,4032,0,-1,0,-1,0,99,11,1,6,6,10,50,2,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524310,524311,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,102431000,-1,-1,-1,-
2435000,Carthus Flame Arc,0,-1,3116,0,30,60,4033,0,-1,0,-1,0,99,78,1,10,10,10,50,2,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,255,524350,524351,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,102435000,-1,-1,-1,-
2436000,Rapport,0,-1,3117,0,30,40,4096,0,-1,0,-1,0,99,36,1,15,0,10,50,2,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,255,524360,524361,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12436000,-1,-1,-1,-
2440000,Power Within,0,-1,3118,0,30,50,4095,0,-1,0,-1,0,99,21,1,10,10,10,50,2,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524400,524401,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,102440000,-1,-1,-1,-
2450000,Great Chaos Fire Orb,0,-1,3119,0,32,65,4054,0,-1,0,-1,0,99,66,2,0,0,10,50,2,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524500,524501,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12450000,-1,-1,-1,-
2451000,Chaos Storm,0,-1,3120,0,3,120,4087,0,-1,0,-1,0,99,60,2,0,0,10,50,2,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524510,524511,-1,0,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,10,0,0,0,0,0,0,12451000,12451500,-1,-1,-
2452000,Fire Whip,0,-1,3121,0,2,50,0,0,-1,0,-1,0,99,59,1,13,8,10,50,2,1,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12452000,-1,-1,-1,-
2453000,Black Flame,0,-1,3122,0,25,35,4097,0,-1,0,-1,0,99,13,1,15,15,10,50,2,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524530,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12453000,-1,-1,-1,-
2455000,Profaned Flame,0,-1,3123,0,30,50,4091,0,-1,0,-1,0,99,83,1,25,0,10,50,2,1,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524550,524551,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12455000,-1,-1,-1,-
2456000,Chaos Bed Vestiges,0,-1,3124,0,35,75,4092,0,-1,0,-1,0,99,83,2,20,10,10,50,2,1,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,524560,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12456000,-1,-1,-1,-
2457000,Floating Chaos,0,-1,3112,0,20,45,4137,0,-1,0,-1,0,99,18,1,16,16,10,50,2,1,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,-1,-1,-1,0,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,12457000,12457100,-1,-1,-
2458000,Flame Fan,0,-1,-1,0,9,0,4146,0,-1,0,-1,0,99,18,1,15,15,10,50,2,0,10,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,255,529000,529001,529002,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,1,0,9,25,202458000,202458100,12458000,12458010,-
