#ObjectParam=OBJECT_PARAM_ST
ID,Name,HP,Defense,extRefTexId,materialId,animBreakIdMax,isCamHit,isBreakByPlayerCollide,isAnimBreak,isPenetrationBulletHit,isChrHit,isAttackBacklash,isDisableBreakForFirstAppear,isLadder,isAnimPauseOnRemoPlay,isDamageNoHit,isMoveObj,UnkBool1,UnkBool2,UnkBool3,mapRelated,IsBreakByCollide2,defaultLodParamId,breakSfxId,behParamId0,behParamId1,behParamId2,Unk2,HavokSystem_Wind,HavokSystem_BreakObj,Unk5,WindEffectRate,Unk7,breakObjRate,burnLifeTime,breakUpdate,burnVfxId0,burnVfxId1,burnVfxId2,burnVfxId3,burnBehaviorId0,burnBehaviorId1,burnBehaviorId2,burnBehaviorId3,burnInterval,Unk20,Unk22,BurnBehaviorTime,BurnTimeBegin0,BurnTimeBegin1,BurnTimeBegin2,BurnTimeBegin3,BurnTimeEnd0,BurnTimeEnd1,BurnTimeEnd2,BurnTimeEnd3,aiSoundParamId,Unk32,Unk33,Unk34,Unk35,Unk36,Unk37,Unk38,Unk39,Unk40,Unk41,Unk42,SpawnParam,autoDestroyTimer,Unk44,SoundId,ObjectMaterialSfxIndex,pad1
700,Ladder test -- はしごテスト,-1,0,-1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
705,Ladder test -- はしごテスト,-1,0,-1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
706,Ladder test -- はしごテスト,-1,0,-1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
707,Ladder test -- はしごテスト,-1,0,-1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
708,,-1,0,-1,4,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1010,Wooden Desk Small -- 木の机　小,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,810000,200,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,-1,-1,-1,9950,-1,-1,-1,9999,1,0,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1020,Wooden Desk -- 木の机,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,810000,200,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,-1,-1,-1,9950,-1,-1,-1,9999,1,0,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1030,【 ritual 】 Princess Alternative obj00 -- 【儀式】皇女代替OBJ00,200,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,691095,200,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,-1,-1,-1,9950,-1,-1,-1,9999,0,0,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1031,【 ritual 】 Princess Alternative obj01 -- 【儀式】皇女代替OBJ01,200,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,691095,200,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,-1,-1,-1,9950,-1,-1,-1,9999,0,0,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1032,【 ritual 】 Princess Alternative obj02 -- 【儀式】皇女代替OBJ02,200,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,691095,200,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,-1,-1,-1,9950,-1,-1,-1,9999,0,0,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1033,【 ritual 】 Princess Alternative obj03 -- 【儀式】皇女代替OBJ03,200,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,691095,200,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,-1,-1,-1,9950,-1,-1,-1,9999,0,0,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1034,【 ritual 】 Princess Alternative obj04 -- 【儀式】皇女代替OBJ04,200,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,691095,200,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,-1,-1,-1,9950,-1,-1,-1,9999,0,0,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1050,Wooden Chair -- 木の椅子,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,810000,200,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,-1,-1,-1,9950,-1,-1,-1,9999,0,0,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1060,Wooden Stand -- 木の台,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,810000,200,-1,-1,5,0,0,1,0.5,0.01,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1080,Crates -- 木箱,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,810000,200,-1,-1,5,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1090,Barrels -- 樽,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,810000,200,-1,-1,0,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1091,Flammable barrels -- 引火する樽,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,810000,200,-1,-1,0,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1095,Oil Pot test -- 油壺テスト,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,810020,200,-1,-1,3,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1096,,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,810020,200,-1,-1,3,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1100,Font -- 壷,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,810020,200,-1,-1,3,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3020,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1110,Tub -- 桶,1,0,-1,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,810000,200,-1,-1,5,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,1,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1130,,-1,0,-1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,2,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1190,Mummy -- ミイラ,10,0,-1,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,810000,200,-1,-1,0,0,0,1,0.5,0.01,0,5000,0.5,630012,630013,630014,-1,9950,-1,-1,-1,9999,0,2,10,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1240,Candle Set -- 蝋燭セット,1,0,-1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,30,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1241,Candle Set -- 蝋燭セット,1,0,-1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0.5,0.5,30,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1270,Firewood -- 薪,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,810000,200,-1,-1,5,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1279,Cart Wheels -- 荷車車輪,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,810000,-1,-1,-1,5,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1280,Carts -- 荷車,1,0,-1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,810000,-1,-1,-1,5,0,0,1,0.5,0.01,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,1,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1290,Bookshelf -- 本棚,1,0,-1,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.01,0,60,0.5,130000,630000,130000,30039,9950,9950,9950,9950,9999,0,0,10,0,2,4,6,2,4,6,8,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1332,Skeleton Remnant -- 骸骨像残骸,-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1334,Skeleton Mountain -- 骸骨の山,-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1336,One Foot skull -- 足元髑髏1,1,0,-1,13,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30059,200,-1,-1,0,0,0,1,0.5,0.5,10,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
1337,Foot Skull 2 -- 足元髑髏2,1,0,-1,13,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30059,200,-1,-1,0,0,0,1,0.5,0.5,10,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2040,Barista -- バリスタ,-1,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,1,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2050,Wall broken with a sling -- 投石器で壊れる壁,10,0,-1,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2060,Wall a broken by huge slime -- 巨大スライムによって壊れる壁Ａ,10,0,-1,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2061,Wall b broken by huge slime -- 巨大スライムによって壊れる壁B,10,0,-1,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2110,Candle Room Coffin A -- 蝋燭部屋棺桶A,-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2111,Candle Room Coffin B -- 蝋燭部屋棺桶B,-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2112,Under the candle room coffin A -- 蝋燭部屋棺桶A下,-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2113,Under the candle room coffin B -- 蝋燭部屋棺桶B下,-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2114,Candle room on a coffin a -- 蝋燭部屋棺桶A上,-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2115,On the candle room coffin B -- 蝋燭部屋棺桶B上,-1,0,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2132,Candle Room: Pillar candle 1 (top) -- 【ロウソク部屋】柱ロウソク1(上),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2133,Candle Room: Pillar Candle 2 (top) -- 【ロウソク部屋】柱ロウソク2(上),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2134,Candle Room: Pillar Candle 3 (top) -- 【ロウソク部屋】柱ロウソク3(上),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2135,[Candle room] pillar candle 4 (top) -- 【ロウソク部屋】柱ロウソク4(上),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2136,[Candle Room] pillar candle 5 (top) -- 【ロウソク部屋】柱ロウソク5(上),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2137,Candle Room: Pillar Candle 6 (top) -- 【ロウソク部屋】柱ロウソク6(上),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2138,[Candle Room] pillar candle 7 (top) -- 【ロウソク部屋】柱ロウソク7(上),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2139,[Candle Room] pillar candle 8 (top) -- 【ロウソク部屋】柱ロウソク8(上),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2140,Hung Incense Burner -- 吊るされた香炉,10,10,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,1,0,1,0.5,0.5,0,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,1,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2142,Candle Room: Pillar candle 1 (bottom) -- 【ロウソク部屋】柱ロウソク1(下),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
2143,[Candle Room] pillar candle 2 (bottom) -- 【ロウソク部屋】柱ロウソク2(下),10,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-1,-1,-1,-1,0,0,0,1,0.5,0.5,15,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,9999,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0.025,0.5,1,-1,0,0,0,0,-1,-1,-
