#BehaviorParam=BEHAVIOR_PARAM_ST
ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad1,refId,sfxVariationId,stamina,mp,category,heroPoint,pad2
221,[QWC] Area _ white _ + 1 -- 【ＱＷＣ】エリア_ホワイト_＋1,0,0,0,2,-,221,-1,0,0,0,0,-
222,[QWC] Area _ white _ + 2 -- 【ＱＷＣ】エリア_ホワイト_＋2,0,0,0,2,-,222,-1,0,0,0,0,-
231,[QWC] Area _ gray _ + 1 -- 【ＱＷＣ】エリア_グレイ_＋1,0,0,0,2,-,231,-1,0,0,0,0,-
232,[QWC] Area _ gray _ + 2 -- 【ＱＷＣ】エリア_グレイ_＋2,0,0,0,2,-,232,-1,0,0,0,0,-
236,[QWC] Area _ gray _-1 -- 【ＱＷＣ】エリア_グレイ_－1,0,0,0,2,-,236,-1,0,0,0,0,-
237,[QWC] Area _ gray _-2 -- 【ＱＷＣ】エリア_グレイ_－2,0,0,0,2,-,237,-1,0,0,0,0,-
311,[QWC] Player _ black _ + 1 -- 【ＱＷＣ】プレイヤー_ブラック_＋1,0,0,0,2,-,311,-1,0,0,0,0,-
312,[QWC] Player _ black _ + 2 -- 【ＱＷＣ】プレイヤー_ブラック_＋2,0,0,0,2,-,312,-1,0,0,0,0,-
321,[QWC] Player _ white _ + 1 -- 【ＱＷＣ】プレイヤー_ホワイト_＋1,0,0,0,2,-,321,-1,0,0,0,0,-
322,[QWC] Player _ white _ + 2 -- 【ＱＷＣ】プレイヤー_ホワイト_＋2,0,0,0,2,-,322,-1,0,0,0,0,-
331,[QWC] Player _ gray _ + 1 -- 【ＱＷＣ】プレイヤー_グレイ_＋1,0,0,0,2,-,331,-1,0,0,0,0,-
332,[QWC] Player _ gray _ + 2 -- 【ＱＷＣ】プレイヤー_グレイ_＋2,0,0,0,2,-,332,-1,0,0,0,0,-
336,[QWC] Player _ gray _-1 -- 【ＱＷＣ】プレイヤー_グレイ_－1,0,0,0,2,-,336,-1,0,0,0,0,-
337,[QWC] Player _ gray _-2 -- 【ＱＷＣ】プレイヤー_グレイ_－2,0,0,0,2,-,337,-1,0,0,0,0,-
1000,Behavior ID for scales of butterfly poison in caries (for bullet generation from special effects) -- 蝕の蝶毒の鱗粉用行動ID（特殊効果から弾丸発生用）,30800,800,2,1,-,3080800,0,0,0,6,0,-
1010,C1310_ Dark Knight Beast: Action ID for cold air (for freezing) -- c1310_ダークナイトビースト：冷気用行動ID（凍結用）,13100,700,2,1,-,1310700,0,0,0,6,0,-
1011,C1310_ Dark Knight Beast: Action ID for cold air (for decal) -- c1310_ダークナイトビースト：冷気用行動ID（デカール用）,13100,710,2,1,-,1310710,0,0,0,6,0,-
1020,C5240_ Moonlight Witches _ Torches -- c5240_月光の魔女_松明,52400,100,2,1,-,5240100,0,0,0,6,0,-
1030,C5220_ Cardinal _ Curse -- c5220_枢機卿団_呪詛,0,0,0,1,-,5220990,0,0,0,6,0,-
1040,C2240_ Full Armor Beast: Action ID for cold air (for decal) -- c2240_フルアーマー獣：冷気用行動ID（デカール用）,22400,700,2,1,-,2240260,0,0,0,6,0,-
1050,c3140_ (Ojo 1) _ Dripping (for decal) -- c3140_ヘルカイト（王城１）_蝕ポタポタ（デカール用）,31400,10,2,1,-,3140010,0,0,0,6,0,-
1060,c5120_ Snake Spirits: caries reservoir bullets -- c5120_蛇霊：蝕溜まり弾丸,51200,720,2,1,-,5120720,0,0,0,6,0,-
1070,,51600,700,2,1,-,5160313,0,0,0,6,0,-
1071,,51600,701,2,1,-,5160314,0,0,0,6,0,-
1072,,51600,450,2,1,-,5160450,0,0,0,6,0,-
1073,,51600,451,2,1,-,5160451,0,0,0,6,0,-
1074,,51600,452,2,1,-,5160452,0,0,0,6,0,-
1075,,51600,453,2,1,-,5160453,0,0,0,6,0,-
1076,,51600,454,2,1,-,5160454,0,0,0,6,0,-
1080,,0,700,2,1,-,1480700,0,0,0,6,0,-
1081,,0,710,2,1,-,1480710,0,0,0,6,0,-
1090,,22300,700,2,1,-,2230700,0,0,0,6,0,-
1100,,52800,320,2,1,-,5280320,0,0,0,3,0,-
1200,,62700,170,2,1,-,6270170,0,0,0,6,0,-
1300,,62000,951,2,1,-,6200951,0,0,0,6,0,-
1310,,62000,961,2,1,-,6200961,0,0,0,6,0,-
1400,,62110,990,2,1,-,6211990,0,0,0,6,0,-
1401,,62110,991,2,1,-,6211991,0,0,0,6,0,-
1402,,62110,992,2,1,-,6211992,0,0,0,6,0,-
1403,,62110,993,2,1,-,6211993,0,0,0,6,0,-
1500,,12800,710,2,1,-,1280710,0,0,0,6,0,-
3000,"Common attack [feet, large damage, human type] -- 共通攻撃【足元・大ダメージ・人型】",0,0,0,0,-,3000,0,0,0,0,0,-
3001,"Common attack [center, large damage, human type] -- 共通攻撃【中心・大ダメージ・人型】",0,0,0,0,-,3001,0,0,0,0,0,-
3002,"Common attack [feet, small damage, human type] -- 共通攻撃【足元・小ダメージ・人型】",0,0,0,0,-,3002,0,0,0,0,0,-
3003,"Common attack [Center, small damage, human type] -- 共通攻撃【中心・小ダメージ・人型】",0,0,0,0,-,3003,0,0,0,0,0,-
3010,"Common attack [Center, no damage, human type] -- 共通攻撃【中心・ダメージなし・人型】",0,0,0,0,-,3010,0,0,0,0,0,-
3011,"Common attack [back, no damage, human type] -- 共通攻撃【背中・ダメージなし・人型】",0,0,0,0,-,3011,0,0,0,0,0,-
3012,"Common attack [belly, no damage, human type] -- 共通攻撃【お腹・ダメージなし・人型】",0,0,0,0,-,3012,0,0,0,0,0,-
3013,"Common attack [step, no damage, human type] -- 共通攻撃【足元・ダメージなし・人型】",0,0,0,0,-,3013,0,0,0,0,0,-
3020,"Common attack [right hand, ladder damage, human type] -- 共通攻撃【右手・梯子ダメージ・人型】",0,0,0,0,-,3020,0,0,0,0,0,-
3021,"Common attack [left hand, ladder damage, human type] -- 共通攻撃【左手・梯子ダメージ・人型】",0,0,0,0,-,3021,0,0,0,0,0,-
3022,"Common attack [right foot, ladder damage, human type] -- 共通攻撃【右足・梯子ダメージ・人型】",0,0,0,0,-,3022,0,0,0,0,0,-
3023,"Common attack [left leg, ladder damage, human type] -- 共通攻撃【左足・梯子ダメージ・人型】",0,0,0,0,-,3023,0,0,0,0,0,-
3100,"Common attack [feet, large damage, large] -- 共通攻撃【足元・大ダメージ・大型】",0,0,0,0,-,3100,0,0,0,0,0,-
3101,"Common attack [center, large damage, large] -- 共通攻撃【中心・大ダメージ・大型】",0,0,0,0,-,3101,0,0,0,0,0,-
3102,"Common attack [feet, small damage, large] -- 共通攻撃【足元・小ダメージ・大型】",0,0,0,0,-,3102,0,0,0,0,0,-
3103,"Common attack [Center, small damage, large] -- 共通攻撃【中心・小ダメージ・大型】",0,0,0,0,-,3103,0,0,0,0,0,-
3110,"Common attack [Center, no damage, large] -- 共通攻撃【中心・ダメージなし・大型】",0,0,0,0,-,3110,0,0,0,0,0,-
3111,"Common attack [back, no damage, large] -- 共通攻撃【背中・ダメージなし・大型】",0,0,0,0,-,3111,0,0,0,0,0,-
3112,"Common attack [belly, no damage, large] -- 共通攻撃【お腹・ダメージなし・大型】",0,0,0,0,-,3112,0,0,0,0,0,-
3113,"Common attack [foot, no damage, large] -- 共通攻撃【足元・ダメージなし・大型】",0,0,0,0,-,3113,0,0,0,0,0,-
3120,"Common attack [right, small damage, large] -- 共通攻撃【右手・小ダメージ・大型】",0,0,0,0,-,3120,0,0,0,0,0,-
3121,"Common attack [left, small damage, large] -- 共通攻撃【左手・小ダメージ・大型】",0,0,0,0,-,3121,0,0,0,0,0,-
3122,"Common attack [right leg, small damage, large] -- 共通攻撃【右足・小ダメージ・大型】",0,0,0,0,-,3122,0,0,0,0,0,-
3123,"Common attack [left leg, small damage, large] -- 共通攻撃【左足・小ダメージ・大型】",0,0,0,0,-,3123,0,0,0,0,0,-
3130,"Common attack [right hand, no damage, large] -- 共通攻撃【右手・ダメージなし・大型】",0,0,0,0,-,3130,0,0,0,0,0,-
3131,"Common attack [left hand, no damage, large] -- 共通攻撃【左手・ダメージなし・大型】",0,0,0,0,-,3131,0,0,0,0,0,-
3132,"Common attack [right leg, no damage, large] -- 共通攻撃【右足・ダメージなし・大型】",0,0,0,0,-,3132,0,0,0,0,0,-
3133,"Common attack [left foot, no damage, large] -- 共通攻撃【左足・ダメージなし・大型】",0,0,0,0,-,3133,0,0,0,0,0,-
5100,Ojo 1 Ball of caries -- 蝕の王城１　大玉,0,0,0,0,-,5100,0,0,0,0,0,-
5110,Ojo 1 Bonfires of caries -- 蝕の王城１　焚火,0,0,0,0,-,5110,0,0,0,0,0,-
5120,Ojo 1 carpet Flame of caries -- 蝕の王城１　絨毯の炎,0,0,0,0,-,5120,0,0,0,0,0,-
5200,Ojo 3 Exploding Ghosts of caries -- 蝕の王城３　爆発する幽霊,0,0,0,0,-,5200,0,0,0,0,0,-
5210,,0,0,0,0,-,5210,0,0,0,0,0,-
5220,,0,0,0,0,-,5220,0,0,0,0,0,-
5300,,0,0,0,0,-,5300,0,0,0,0,0,-
5310,,0,0,0,1,-,15310,0,0,0,0,0,-
5311,,0,0,0,1,-,15311,0,0,0,0,0,-
5312,,0,0,0,1,-,15312,0,0,0,0,0,-
5313,,0,0,0,1,-,15313,0,0,0,0,0,-
5314,,0,0,0,1,-,15314,0,0,0,0,0,-
5315,,0,0,0,1,-,15315,0,0,0,0,0,-
5316,,0,0,0,1,-,15316,0,0,0,0,0,-
5400,,0,0,0,0,-,5400,0,0,0,0,0,-
5410,,0,0,0,0,-,5410,0,0,0,0,0,-
5430,,0,0,0,1,-,15350,0,0,0,0,0,-
5431,,0,0,0,1,-,15351,0,0,0,0,0,-
5432,,0,0,0,1,-,15352,0,0,0,0,0,-
5433,,0,0,0,1,-,15353,0,0,0,0,0,-
5434,,0,0,0,1,-,15354,0,0,0,0,0,-
5435,,0,0,0,1,-,15355,0,0,0,0,0,-
5436,,0,0,0,1,-,15356,0,0,0,0,0,-
5500,,0,0,0,1,-,135000,0,0,0,0,0,-
5501,,0,0,0,1,-,135001,0,0,0,0,0,-
5502,,0,0,0,1,-,135002,0,0,0,0,0,-
5503,,0,0,0,1,-,135003,0,0,0,0,0,-
5504,,0,0,0,1,-,135004,0,0,0,0,0,-
5505,,0,0,0,1,-,135005,0,0,0,0,0,-
5506,,0,0,0,1,-,135006,0,0,0,0,0,-
5510,,0,0,0,1,-,135050,0,0,0,0,0,-
5530,,0,0,0,1,-,15340,0,0,0,0,0,-
5531,,0,0,0,1,-,15341,0,0,0,0,0,-
5532,,0,0,0,1,-,15342,0,0,0,0,0,-
5533,,0,0,0,1,-,15343,0,0,0,0,0,-
5534,,0,0,0,1,-,15344,0,0,0,0,0,-
5535,,0,0,0,1,-,15345,0,0,0,0,0,-
5536,,0,0,0,1,-,15346,0,0,0,0,0,-
5800,Waste City Bow and arrow -- 廃都 弓矢,0,0,0,1,-,138000,0,0,0,0,0,-
5801,Waste City Bow and arrow -- 廃都 弓矢,0,0,0,1,-,138001,0,0,0,0,0,-
5802,,0,0,0,1,-,138002,0,0,0,0,0,-
5803,,0,0,0,1,-,138003,0,0,0,0,0,-
5804,,0,0,0,1,-,138004,0,0,0,0,0,-
5805,,0,0,0,1,-,138005,0,0,0,0,0,-
5806,,0,0,0,1,-,138006,0,0,0,0,0,-
5810,,0,0,0,1,-,138010,0,0,0,0,0,-
5811,,0,0,0,1,-,138011,0,0,0,0,0,-
5812,,0,0,0,1,-,138012,0,0,0,0,0,-
5813,,0,0,0,1,-,138013,0,0,0,0,0,-
5814,,0,0,0,1,-,138014,0,0,0,0,0,-
5815,,0,0,0,1,-,138015,0,0,0,0,0,-
5816,,0,0,0,1,-,138016,0,0,0,0,0,-
5820,,0,0,0,1,-,138020,0,0,0,0,0,-
5821,,0,0,0,1,-,138021,0,0,0,0,0,-
5822,,0,0,0,1,-,138022,0,0,0,0,0,-
5823,,0,0,0,1,-,138023,0,0,0,0,0,-
5824,,0,0,0,1,-,138024,0,0,0,0,0,-
5825,,0,0,0,1,-,138025,0,0,0,0,0,-
5826,,0,0,0,1,-,138026,0,0,0,0,0,-
5830,,0,0,0,0,-,5830,0,0,0,0,0,-
5831,,0,0,0,0,-,5831,0,0,0,0,0,-
5832,,0,0,0,0,-,5832,0,0,0,0,0,-
5833,,0,0,0,0,-,5833,0,0,0,0,0,-
5834,,0,0,0,0,-,5834,0,0,0,0,0,-
5835,,0,0,0,0,-,5835,0,0,0,0,0,-
5836,,0,0,0,0,-,5836,0,0,0,0,0,-
5840,,0,0,0,1,-,138040,0,0,0,0,0,-
5841,,0,0,0,1,-,138041,0,0,0,0,0,-
5842,,0,0,0,1,-,138042,0,0,0,0,0,-
5843,,0,0,0,1,-,138043,0,0,0,0,0,-
5844,,0,0,0,1,-,138044,0,0,0,0,0,-
5845,,0,0,0,1,-,138045,0,0,0,0,0,-
5846,,0,0,0,1,-,138046,0,0,0,0,0,-
5850,,0,0,0,1,-,138050,0,0,0,0,0,-
5851,,0,0,0,1,-,138051,0,0,0,0,0,-
5860,,0,0,0,1,-,138060,0,0,0,0,0,-
5870,,0,0,0,0,-,5870,0,0,0,0,0,-
5900,Dungeon Objects _ Magic -- 地下牢 器オブジェ_魔法,0,0,0,1,-,139000,0,0,0,0,0,-
5901,,0,0,0,1,-,139001,0,0,0,0,0,-
5902,,0,0,0,1,-,139002,0,0,0,0,0,-
5903,,0,0,0,1,-,139003,0,0,0,0,0,-
5904,,0,0,0,1,-,139004,0,0,0,0,0,-
5905,,0,0,0,1,-,139005,0,0,0,0,0,-
5906,,0,0,0,1,-,139006,0,0,0,0,0,-
6000,,0,0,0,0,-,6000,0,0,0,0,0,-
6100,,0,0,0,1,-,140000,0,0,0,0,0,-
6110,,0,0,0,1,-,140010,0,0,0,0,0,-
6200,,0,0,0,0,-,6200,0,0,0,6,0,-
6201,,0,0,0,0,-,6201,0,0,0,6,0,-
6202,,0,0,0,0,-,6202,0,0,0,6,0,-
6203,,0,0,0,0,-,6203,0,0,0,6,0,-
6204,,0,0,0,0,-,6204,0,0,0,6,0,-
6205,,0,0,0,0,-,6205,0,0,0,6,0,-
6206,,0,0,0,0,-,6206,0,0,0,6,0,-
6210,,0,0,0,0,-,6210,0,0,0,6,0,-
6211,,0,0,0,0,-,6211,0,0,0,6,0,-
6212,,0,0,0,0,-,6212,0,0,0,6,0,-
6213,,0,0,0,0,-,6213,0,0,0,6,0,-
6214,,0,0,0,0,-,6214,0,0,0,6,0,-
6215,,0,0,0,0,-,6215,0,0,0,6,0,-
6216,,0,0,0,0,-,6216,0,0,0,6,0,-
7000,Exploding Tal -- 爆発するタル,0,0,0,0,-,7000,0,0,0,0,0,-
7001,,0,0,0,0,-,7001,0,0,0,0,0,-
7002,,0,0,0,0,-,7002,0,0,0,0,0,-
7003,,0,0,0,0,-,7003,0,0,0,0,0,-
7004,,0,0,0,0,-,7004,0,0,0,0,0,-
7005,,0,0,0,0,-,7005,0,0,0,0,0,-
7006,,0,0,0,0,-,7006,0,0,0,0,0,-
9900,FDP proto-oil jar (throwing) -- FDPプロト　油壷(投擲),0,0,0,1,-,149000,0,0,0,0,0,-
9902,FDP proto-oil jar (OBJ) -- FDPプロト　油壺(Obj),0,0,0,1,-,149010,0,0,0,0,0,-
9910,FDP Proto Flame Bottle -- FDPプロト　火炎瓶,0,0,0,1,-,149020,0,0,0,0,0,-
9930,FDP proto-Flame damage -- FDPプロト　炎上ダメージ,0,0,0,1,-,100010,0,0,0,0,0,-
9950,FDP Concept edition combustion test -- FDPコンセプト版 燃焼テスト,0,0,0,1,-,100010,0,0,0,0,0,-
30600,,0,0,0,0,-,30600,0,0,0,0,0,-
31200,Sacred Beast of c3120_ Forest: Common Attack _ underfoot -- c3120_森の霊獣：共通攻撃_足元,0,0,0,0,-,31200,0,0,0,0,0,-
51500,,0,0,0,0,-,51500,0,0,0,0,0,-
51800,Common attack [Butt dragged/c5180 cursed Colossus] -- 共通攻撃【尻引きずり・c5180呪われた巨像】,0,0,0,0,-,51800,0,0,0,0,0,-
52000,,0,0,0,0,-,52000,0,0,0,0,0,-
52500,,0,0,0,0,-,52500,0,0,0,0,0,-
52700,Common attack [Movement (right leg)/c5270 tracker] -- 共通攻撃【移動（右脚）・c5270追跡者】,0,0,0,0,-,52700,0,0,0,0,0,-
52701,Common attack [movement (left leg)/c5270 tracker] -- 共通攻撃【移動（左脚）・c5270追跡者】,0,0,0,0,-,52701,0,0,0,0,0,-
400000,pvpatch - immolation debuf,0,0,1,1,-,400000,-1,0,0,0,0,-
13750010,,0,0,0,1,-,13750010,0,0,0,0,0,-
13750110,,0,0,0,1,-,13750110,0,0,0,0,0,-
13750210,,0,0,0,1,-,13750210,0,0,0,0,0,-
13750310,,0,0,0,1,-,13750310,0,0,0,0,0,-
13750410,,0,0,0,1,-,13750410,0,0,0,0,0,-
210700010,c1070_ new Skeleton: Song Sword _ slashing One -- c1070_新スケルトン：曲剣_斬撃1,10700,10,2,0,-,1070010,0,0,0,6,0,-
210700020,c1070_ new Skeleton: Song Sword _ slashing 2 -- c1070_新スケルトン：曲剣_斬撃2,10700,20,2,0,-,1070020,0,0,0,6,0,-
210700030,c1070_ new Skeleton: Song Sword _ slashing 3 -- c1070_新スケルトン：曲剣_斬撃3,10700,30,2,0,-,1070030,0,0,0,6,0,-
210700040,c1070_ new Skeleton: Song Sword _ strong Slash -- c1070_新スケルトン：曲剣_強斬り,10700,40,2,0,-,1070040,0,0,0,6,0,-
210700050,c1070_ new Skeleton: Song Sword _ Spinning attack -- c1070_新スケルトン：曲剣_回転攻撃,10700,50,2,0,-,1070050,0,0,0,6,0,-
210700060,c1070_ new Skeleton: Song Sword _ Back step slash -- c1070_新スケルトン：曲剣_バックステップ斬り,10700,60,2,0,-,1070060,0,0,0,6,0,-
210700070,c1070_ new Skeleton: Song Sword _ the first stage -- c1070_新スケルトン：曲剣_助走斬り（一段目）,10700,70,2,0,-,1070070,0,0,0,6,0,-
210700080,c1070_ new Skeleton: Song Sword _ the Two -- c1070_新スケルトン：曲剣_助走斬り（二段目）,10700,80,2,0,-,1070080,0,0,0,6,0,-
210700090,c1070_ New skeleton: A song to throw a sword -- c1070_新スケルトン：曲剣_投げる,10700,90,2,1,-,1070090,0,0,0,6,0,-
210700100,c1070_ new Skeleton: Song Sword _ Song Sword 3 Step slashing (1 ~ two) -- c1070_新スケルトン：曲剣_曲剣 3段斬撃（一～二段目）,10700,100,2,0,-,1070100,0,0,0,6,0,-
210700110,c1070_ new Skeleton: Song Sword _ Song Sword 3 Step Slashing (SANDANME) -- c1070_新スケルトン：曲剣_曲剣 3段斬撃（三段目）,10700,110,2,0,-,1070110,0,0,0,6,0,-
210700120,c1070_ New skeleton: A masterpiece Sword _ slashing One -- c1070_新スケルトン：大曲剣_斬撃1,10700,120,2,0,-,1070120,0,0,0,6,0,-
210700130,c1070_ new Skeleton: Masterpiece Sword _ slashing 2 -- c1070_新スケルトン：大曲剣_斬撃2,10700,130,2,0,-,1070130,0,0,0,6,0,-
210700140,c1070_ New skeleton: A masterpiece Sword _ slashing Three -- c1070_新スケルトン：大曲剣_斬撃3,10700,140,2,0,-,1070140,0,0,0,6,0,-
210700150,c1070_ new skeleton: a sword -- c1070_新スケルトン：大曲剣_強斬り,10700,150,2,0,-,1070150,0,0,0,6,0,-
210700160,c1070_ New skeleton: A masterpiece Sword _ Nagi ① -- c1070_新スケルトン：大曲剣_なぎ払い①,10700,160,2,0,-,1070160,0,0,0,6,0,-
210700170,c1070_ New skeleton: A masterpiece Sword _ Nagi ② -- c1070_新スケルトン：大曲剣_なぎ払い②,10700,170,2,0,-,1070170,0,0,0,6,0,-
210700180,c1070_ New skeleton: A masterpiece Sword _ a dive attack -- c1070_新スケルトン：大曲剣_飛び込み攻撃,10700,180,2,0,-,1070180,0,0,0,6,0,-
210700190,c1070_ New skeleton: A masterpiece Sword _ a dive attack (long distance) -- c1070_新スケルトン：大曲剣_飛び込み攻撃（長距離）,10700,190,2,0,-,1070190,0,0,0,6,0,-
210700200,c1070_ new skeleton: A sword in the first stage -- c1070_新スケルトン：大曲剣_助走斬り（一段目）,10700,200,2,0,-,1070200,0,0,0,6,0,-
210700210,c1070_ new skeleton: A sword in the two -- c1070_新スケルトン：大曲剣_助走斬り（二段目）,10700,210,2,0,-,1070210,0,0,0,6,0,-
210700220,c1070_ new skeleton: Boat Sword -- c1070_新スケルトン：大曲剣_いなし斬り,10700,220,2,0,-,1070220,0,0,0,6,0,-
210700230,c1070_ new Skeleton: Masterpiece Sword _ Bow Fire -- c1070_新スケルトン：大曲剣_弓射撃,10700,230,2,1,-,1070230,0,0,0,6,0,-
210700240,c1070_ new skeleton: A sword with an arrow -- c1070_新スケルトン：大曲剣_矢で刺す,10700,240,2,0,-,1070240,0,0,0,6,0,-
210700500,c1070_ new skeleton: to guard -- c1070_新スケルトン：ガードする,10700,500,2,0,-,1070500,0,0,0,6,0,-
210700510,c1070_ New skeleton: Paridamage -- c1070_新スケルトン：パリィダメージ,10700,510,2,0,-,1070510,0,0,0,6,0,-
210700520,c1070_ New skeleton: Paris -- c1070_新スケルトン：パリィする,10700,520,2,0,-,1070520,0,0,0,6,0,-
210700700,[Enemy] Skeleton -,10700,700,2,1,-,1070700,0,0,0,6,0,-
210700701,[Enemy] Skeleton -,10700,701,2,1,-,1070701,0,0,0,6,0,-
210900010,c1090: Dead Soldier: Segunda _ crushing Combo in arms 1-1 -- c1090：亡者兵士：グンダ状態_腕で叩き潰す　コンボ１－１,10900,10,2,0,-,1090010,0,0,0,6,0,-
210900020,c1090: Dead Soldier: Segunda State _ bite with consecutive 1_ head combo 2-1 -- c1090：亡者兵士：グンダ状態_連続で噛み付く１_頭　コンボ２－１,10900,20,2,0,-,1090020,0,0,0,6,0,-
210900021,c1090: Dead Soldier: Segunda State _ bit _ throwing damage -- c1090：亡者兵士：グンダ状態_噛み付き_投げダメージ,10900,21,2,0,-,1090021,0,0,0,6,0,-
210900022,c1090: Dead Soldier: Segunda State _ Bite 1_ Neck combo 2-1 in succession -- c1090：亡者兵士：グンダ状態_連続で噛み付く１_首　コンボ２－１,10900,22,2,0,-,1090022,0,0,0,6,0,-
210900030,c1090: Dead Soldier: Segunda State _ rampage on the spot -- c1090：亡者兵士：グンダ状態_その場で大暴れ,10900,30,2,0,-,1090030,0,0,0,6,0,-
210900040,c1090: Dead Soldier: Segunda State _ Saigi: Arms _ Arms Combo 1-2 -- c1090：亡者兵士：グンダ状態_薙ぎ払い：腕_腕　コンボ１－２,10900,40,2,0,-,1090040,0,0,0,6,0,-
210900041,c1090: Dead Soldier: Segunda State _ Saigi: Arms _ head Combo 1-2 -- c1090：亡者兵士：グンダ状態_薙ぎ払い：腕_頭　コンボ１－２,10900,41,2,0,-,1090041,0,0,0,6,0,-
210900042,c1090: Dead Soldier: Segunda State _ Saigi: Arms _ Neck Combo 1-2 -- c1090：亡者兵士：グンダ状態_薙ぎ払い：腕_首　コンボ１－２,10900,42,2,0,-,1090042,0,0,0,6,0,-
210900050,c1090: Dead Soldier: Segunda State _ Face Attack _ Head combo 1-3 -- c1090：亡者兵士：グンダ状態_顔攻撃_頭　コンボ１－３,10900,50,2,0,-,1090050,0,0,0,6,0,-
210900051,c1090: Dead Soldier: Segunda State _ Face Attack _ Neck combo 1-3 -- c1090：亡者兵士：グンダ状態_顔攻撃_首　コンボ１－３,10900,51,2,0,-,1090051,0,0,0,6,0,-
210900060,c1090: Dead Soldier: Segunda State _ bite with consecutive 2_ head combo 2-1 -- c1090：亡者兵士：グンダ状態_連続で噛み付く２_頭　コンボ２－１,10900,60,2,0,-,1090060,0,0,0,6,0,-
210900061,c1090: Dead Soldier: Segunda State _ Bite 2_ Neck combo 2-1 in succession -- c1090：亡者兵士：グンダ状態_連続で噛み付く２_首　コンボ２－１,10900,61,2,0,-,1090061,0,0,0,6,0,-
210900070,c1090: Dead Soldier: Segunda _ rushes _ head -- c1090：亡者兵士：グンダ状態_突進_頭,10900,70,2,0,-,1090070,0,0,0,6,0,-
210900071,c1090: Dead Soldier: Segunda _ lunge _ Arms -- c1090：亡者兵士：グンダ状態_突進_腕,10900,71,2,0,-,1090071,0,0,0,6,0,-
210900080,c1090: Dead Soldier: Segunda State _ behind attack -- c1090：亡者兵士：グンダ状態_背後攻撃,10900,80,2,0,-,1090080,0,0,0,6,0,-
210900100,c1090: Dead Soldier: Segunda State _ Segunda comes out _ head -- c1090：亡者兵士：グンダ状態_グンダが出てくる_頭,10900,100,2,0,-,1090100,0,0,0,6,0,-
210900101,c1090: Dead Soldier: Segunda State _ Segunda comes out _ arms -- c1090：亡者兵士：グンダ状態_グンダが出てくる_腕,10900,101,2,0,-,1090101,0,0,0,6,0,-
210900102,c1090: Dead Soldier: Segunda State _ Segunda comes out _ tails -- c1090：亡者兵士：グンダ状態_グンダが出てくる_尻尾,10900,102,2,0,-,1090102,0,0,0,6,0,-
210900700,[Enemy] Pus of Man -,10900,700,2,1,-,1090700,0,0,0,6,0,-
211000100,C1100_ dead Soldiers _ Straight Swords _ right-hand swing -- c1100_亡者兵士_直剣_右手振り下ろし,11000,100,2,0,-,1100100,0,0,0,6,0,-
211000101,C1100_ dead Soldiers _ Straight Swords _ right-hand crosscut -- c1100_亡者兵士_直剣_右手切り返し,11000,101,2,0,-,1100101,0,0,0,6,0,-
