#ThrowParam=THROW_INFO_BANK
ID,Name,AtkChrId,DefChrId,Dist,DiffAngMin,DiffAngMax,UpperYrange,LowerYrange,DiffAngMyToDef,throwTypeId,atkAnimid,defAnimId,escHp,selfEscCycleTime,SphereCastRadiusRateTop,SphereCastRadiusRateLow,PadType,AtkEnableState,AtkSorbDmyId,DefSorbDmyId,ThrowType,SelfEscCycleInt,DmyHasChrDirType,isTurnAtker,isSkipWepCate,isSkipSphereCast,Unk1,Unk2,Unk3,Unk4,Unk5,subAtkSorbDmyId,subDefSorbDmyId,Dist2,DiffAngMin2,DiffAngMax2,UpperYrange2,LowerYrange2,DiffAngMyToDef2,performDmyId0,performDmyId1,pad1
111050,Back PC → dead soldier (Large) -- 背面　PC→亡者兵士（大）,0,1105,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
111060,,0,1106,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
111100,Back PC → Dark Knight -- 背面　PC→ダークナイト,0,1110,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
111200,Back PC → dead Knight -- 背面　PC→亡者騎士,0,1120,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
111500,Back PC → dead Shi -- 背面　PC→亡者僧兵,0,1150,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
111700,,0,1170,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
111800,Back PC → Skeleton frontier -- 背面　PC→スケルトン辺境,0,1180,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
111900,Back PC → dead priest Knight -- 背面　PC→亡者僧騎士,0,1190,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112000,Back PC → dwarf people -- 背面　PC→矮小人,0,1200,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112010,,0,1201,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112100,Back PC → Blue -- 背面　PC→ブルー,0,1210,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112110,,0,1211,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112200,Back PC → Resurrection -- 背面　PC→よみがえり,0,1220,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112300,Back PC → Missionary -- 背面　PC→宣教師,0,1230,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112400,Back PC → Poor dead -- 背面　PC→貧民亡者,0,1240,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112410,,0,1241,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112500,Back PC → Poor dead elite -- 背面　PC→貧民亡者エリート,0,1250,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112800,Back PC → New Ojo Knights -- 背面　PC→新王城騎士,0,1280,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112810,,0,1281,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112820,,0,1282,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112830,,0,1283,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
112900,Back PC → Ojo Deb -- 背面　PC→王城デブ,0,1290,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,90,0.4,0.55,70,-1,235,-
113000,Back PC → Black Knight -- 背面　PC→黒騎士,0,1300,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
113400,Back PC → dead wax -- 背面　PC→蝋の死人,0,1340,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
113500,,0,1350,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
113700,Back PC → Crucifixion dead b -- 背面　PC→磔亡者B,0,1370,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
113900,Rear PC → Snake man assassin -- 背面　PC→蛇人の暗殺者,0,1390,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
114100,Back PC → Silver Knight -- 背面　PC→銀騎士,0,1410,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
114300,,0,1430,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
114400,Back PC → pilgrimage dead -- 背面　PC→巡礼亡者,0,1440,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
114410,,0,1441,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
114420,,0,1442,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
114450,,0,1445,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
114460,,0,1446,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
120300,Back PC → Salivan Reaper -- 背面　PC→サリヴァーンの死神,0,2030,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
122100,,0,2210,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
122300,,0,2230,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
130400,,0,3040,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
130700,,0,3070,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
131700,Back PC → Dark Wraith -- 背面　PC→ダークレイス,0,3170,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
152200,Back PC → cardinal (long) -- 背面　PC→枢機卿団（長）,0,5220,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
152210,Back PC → cardinal (deb) -- 背面　PC→枢機卿団（デブ）,0,5221,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
152220,Back PC → cardinal (tall) -- 背面　PC→枢機卿団（のっぽ）,0,5222,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
152230,Back PC → cardinal (normal) -- 背面　PC→枢機卿団（通常）,0,5223,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
152250,,0,5225,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
152260,,0,5226,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
152270,,0,5227,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
160000,,0,6000,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
160200,,0,6020,1.8,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
160700,,0,6070,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,235,-
160800,,0,6080,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
160801,,0,6081,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
161000,,0,6100,1.8,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
162300,,0,6230,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
162600,,0,6260,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
162700,,0,6270,1.5,0,110,0.5,0.65,110,0,30400,11000,0,0,70,70,1,0,230,0,1,0,0,1,0,0,0,0,0,0,0,230,0,1.5,0,45,0.4,0.55,70,-1,-1,-
210400,Paris PC → dead -- パリィ　PC→亡者,0,1040,1.5,90,180,0.65,0.65,60,0,30201,2510,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
210701,Paris PC → Skeleton -- パリィ　PC→スケルトン,0,1070,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
210710,,0,1071,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211000,Paris PC → dead soldier -- パリィ　PC→亡者兵士,0,1100,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211010,,0,1101,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211020,,0,1102,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211050,Paris PC → dead soldier (Large) -- パリィ　PC→亡者兵士（大）,0,1105,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211060,,0,1106,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211100,Paris PC → Dark Knight -- パリィ　PC→ダークナイト,0,1110,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211200,Paris PC → dead Knight -- パリィ　PC→亡者騎士,0,1120,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211500,Paris PC → dead Shi -- パリィ　PC→亡者僧兵,0,1150,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211700,,0,1170,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211800,Paris PC → Skeleton Frontier -- パリィ　PC→スケルトン辺境,0,1180,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
211900,Paris PC → dead Priest Knight -- パリィ　PC→亡者僧騎士,0,1190,1.65,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212000,Paris PC → dwarf people -- パリィ　PC→矮小人,0,1200,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212010,,0,1201,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212100,Paris PC → Blue -- パリィ　PC→ブルー,0,1210,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212110,,0,1211,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212300,Paris PC → Missionary -- パリィ　PC→宣教師,0,1230,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212400,Paris PC → Poor dead -- パリィ　PC→貧民亡者,0,1240,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212410,,0,1241,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212500,Paris PC → Poor dead elite -- パリィ　PC→貧民亡者エリート,0,1250,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212600,Paris PC → Poor dead servant -- パリィ　PC→貧民亡者下男,0,1260,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212800,Paris PC → New Ojo Knight -- パリィ　PC→新王城騎士,0,1280,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212810,,0,1281,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212820,,0,1282,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212830,,0,1283,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
212900,,0,1290,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,-1,-1,-
213000,Paris PC → Black Knight -- パリィ　PC→黒騎士,0,1300,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
213100,,0,1310,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,60,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
213400,Paris PC → dead Wax -- パリィ　PC→蝋の死人,0,1340,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
213500,,0,1350,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
213600,,0,1360,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
213900,Paris PC → Snake man assassin -- パリィ　PC→蛇人の暗殺者,0,1390,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,40,40,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,-1,-1,-
213910,Paris PC → Snake Assassin (Large) -- パリィ　PC→蛇人の暗殺者（大）,0,1391,2,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,245,0,8,0,0,1,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,-1,-1,-
214100,Paris PC → Silver Knight -- パリィ　PC→銀騎士,0,1410,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
214300,,0,1430,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
214400,Paris PC → Pilgrimage dead -- パリィ　PC→巡礼亡者,0,1440,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
214410,,0,1441,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
214420,,0,1442,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
214450,,0,1445,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
214460,,0,1446,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
220300,Paris PC → Salivan's death -- パリィ　PC→サリヴァーンの死神,0,2030,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
221600,Paris PC → What you call caries (small) -- パリィ　PC→蝕を呼ぶもの（小）,0,2160,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
222100,,0,2210,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
230400,,0,3040,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
230700,,0,3070,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
231700,Paris PC → Dark Wraith -- パリィ　PC→ダークレイス,0,3170,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
252200,Paris PC → cardinal (long) -- パリィ　PC→枢機卿団（長）,0,5220,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
252210,Paris PC → cardinal (deb) -- パリィ　PC→枢機卿団（デブ）,0,5221,1.5,90,180,0.65,0.65,60,0,30201,11010,0,0,70,70,1,0,246,0,8,0,0,1,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,-1,-1,-
