#BehaviorParam_PC=BEHAVIOR_PARAM_ST
ID,Name,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad1,refId,sfxVariationId,stamina,mp,category,heroPoint,pad2
412,Common attack [吹tsu飛bimasu] _ Attack Armor -- 共通攻撃【前に吹っ飛び】_攻撃防具,0,0,0,0,-,212,0,0,0,5,0,-
413,Common attacks [after push] _ attack Armor -- 共通攻撃【プッシュ後】_攻撃防具,0,0,0,0,-,213,0,0,0,5,0,-
420,Common attack [throwing] _ Attack armor -- 共通攻撃【投げ】_攻撃防具,0,0,0,0,-,220,0,0,0,5,0,-
421,Common attack [Strong throw] _ Attack Armor -- 共通攻撃【強投げ】_攻撃防具,0,0,0,0,-,221,0,0,0,5,0,-
422,Common attack [Paris slams] _ Attack armor -- 共通攻撃【パリィ叩きつけ】_攻撃防具,0,0,0,0,-,222,0,0,0,5,0,-
430,,0,0,0,0,-,40,0,20,0,5,0,-
431,,0,0,0,0,-,41,0,20,0,9,0,-
440,,0,0,0,0,-,42,0,20,0,5,0,-
441,,0,0,0,0,-,43,0,20,0,9,0,-
442,Common attack [Ladder _ slide down] Attack armor -- 共通攻撃【ハシゴ_滑り降り】攻撃防具,0,0,0,0,-,44,0,0,0,5,0,-
500,Common attack [falling] -- 共通攻撃【落下】,0,0,0,0,-,300,0,0,0,9,0,-
501,Common attack [landing] -- 共通攻撃【着地】,0,0,0,0,-,301,0,0,0,9,0,-
502,Common attack [Thud landing] -- 共通攻撃【ドスン着地】,0,0,0,0,-,302,0,0,0,9,0,-
503,Common attack (Fall Landing) -- 共通攻撃【転倒着地】,0,0,0,0,-,303,0,0,0,9,0,-
504,Common attack [rolling] -- 共通攻撃【ローリング】,0,0,0,0,-,304,0,0,0,5,0,-
505,Common attack [Summon] -- 共通攻撃【召喚】,0,0,0,0,-,305,0,0,0,5,0,-
506,Common attack [falling on back] -- 共通攻撃【仰向け落下】,0,0,0,0,-,306,0,0,0,5,0,-
510,Common attack [push] -- 共通攻撃【プッシュ】,0,0,0,0,-,310,0,0,0,5,0,-
511,Common attack [later blows] -- 共通攻撃【後へ吹っ飛ぶ】,0,0,0,0,-,311,0,0,0,5,0,-
512,Common attack [吹tsu飛bimasu] -- 共通攻撃【前に吹っ飛び】,0,0,0,0,-,312,0,0,0,5,0,-
513,Common attack after push -- 共通攻撃【プッシュ後】,0,0,0,0,-,313,0,0,0,5,0,-
520,Common attack [throwing] -- 共通攻撃【投げ】,0,0,0,0,-,320,0,0,0,5,0,-
521,Common attack [strong throw] -- 共通攻撃【強投げ】,0,0,0,0,-,321,0,0,0,5,0,-
522,Common attack [Paris slams] -- 共通攻撃【パリィ叩きつけ】,0,0,0,0,-,322,0,0,0,5,0,-
530,Common attack [Ladder _ right Punch] -- 共通攻撃【ハシゴ_右パンチ】,0,0,0,0,-,40,0,20,0,5,0,-
531,Common attack [ladder _ Right Kick] -- 共通攻撃【ハシゴ_右キック】,0,0,0,0,-,41,0,20,0,9,0,-
540,Common attack [Ladder _ left Punch] -- 共通攻撃【ハシゴ_左パンチ】,0,0,0,0,-,42,0,20,0,5,0,-
541,Common attack [Ladder _ left Kick] -- 共通攻撃【ハシゴ_左キック】,0,0,0,0,-,43,0,20,0,9,0,-
542,Common attack [Ladder _ Slide down] -- 共通攻撃【ハシゴ_滑り降り】,0,0,0,0,-,44,0,0,0,5,0,-
600,Drop RADIUS 1m -- 落下　半径1ｍ,0,0,0,0,-,200,0,0,0,5,0,-
601,吹tsu飛bimasu (weak) Radius 1m -- 吹っ飛び（弱）　半径1ｍ,0,0,0,0,-,201,0,0,0,5,0,-
602,吹tsu飛bimasu (strong) Radius 1m -- 吹っ飛び（強）　半径1ｍ,0,0,0,0,-,202,0,0,0,5,0,-
1000,Causal Retribution _ explosion -- 因果応報_爆発,0,0,0,1,-,12000,0,0,0,4,0,-
1100,,0,0,0,1,-,360,0,0,0,0,0,-
10110,The Great Sword of Seoul (right) -- ソウルの大剣（右）,0,0,0,0,-,10110,0,0,0,3,0,-
10111,The Great Sword of Seoul (left) -- ソウルの大剣（左）,0,0,0,0,-,10111,0,0,0,3,0,-
21500,,0,0,0,0,-,21500,0,0,0,10,0,-
21501,,0,0,0,0,-,21501,0,0,0,10,0,-
21510,,0,0,0,0,-,21510,0,0,0,10,0,-
40000,,0,0,0,1,-,40000,-1,0,0,5,0,-
40010,,0,0,0,1,-,40010,-1,0,0,5,0,-
40020,,0,0,0,1,-,40020,-1,0,0,5,0,-
40030,,0,0,0,1,-,40030,-1,0,0,5,0,-
40100,,0,0,0,1,-,40100,-1,0,0,5,0,-
40110,,0,0,0,1,-,40110,-1,0,0,5,0,-
40120,,0,0,0,1,-,40120,-1,0,0,5,0,-
40130,,0,0,0,1,-,40130,-1,0,0,5,0,-
40200,,0,0,0,1,-,40200,-1,0,0,5,0,-
40210,,0,0,0,1,-,40210,-1,0,0,5,0,-
40220,,0,0,0,1,-,40220,-1,0,0,5,0,-
40230,,0,0,0,1,-,40230,-1,0,0,5,0,-
40300,,0,0,0,1,-,40300,-1,0,0,5,0,-
40310,,0,0,0,1,-,40310,-1,0,0,5,0,-
40320,,0,0,0,1,-,40320,-1,0,0,5,0,-
40330,,0,0,0,1,-,40330,-1,0,0,5,0,-
40400,,0,0,0,1,-,40400,-1,0,0,5,0,-
40410,,0,0,0,1,-,40410,-1,0,0,5,0,-
40420,,0,0,0,1,-,40420,-1,0,0,5,0,-
40430,,0,0,0,1,-,40430,-1,0,0,5,0,-
40500,,0,0,0,1,-,40500,-1,0,0,5,0,-
40510,,0,0,0,1,-,40510,-1,0,0,5,0,-
40520,,0,0,0,1,-,40520,-1,0,0,5,0,-
40530,,0,0,0,1,-,40530,-1,0,0,5,0,-
40600,,0,0,0,1,-,40600,-1,0,0,5,0,-
40610,,0,0,0,1,-,40610,-1,0,0,5,0,-
40620,,0,0,0,1,-,40620,-1,0,0,5,0,-
40630,,0,0,0,1,-,40630,-1,0,0,5,0,-
40700,,0,0,0,1,-,40700,-1,0,0,5,0,-
40710,,0,0,0,1,-,40710,-1,0,0,5,0,-
40720,,0,0,0,1,-,40720,-1,0,0,5,0,-
40730,,0,0,0,1,-,40730,-1,0,0,5,0,-
40800,,0,0,0,1,-,40800,-1,0,0,5,0,-
40810,,0,0,0,1,-,40810,-1,0,0,5,0,-
40820,,0,0,0,1,-,40820,-1,0,0,5,0,-
40830,,0,0,0,1,-,40830,-1,0,0,5,0,-
40900,,0,0,0,1,-,40900,-1,0,0,5,0,-
40910,,0,0,0,1,-,40910,-1,0,0,5,0,-
40920,,0,0,0,1,-,40920,-1,0,0,5,0,-
40930,,0,0,0,1,-,40930,-1,0,0,5,0,-
41000,,0,0,0,1,-,41000,-1,0,0,5,0,-
41010,,0,0,0,1,-,41010,-1,0,0,5,0,-
41020,,0,0,0,1,-,41020,-1,0,0,5,0,-
41030,,0,0,0,1,-,41030,-1,0,0,5,0,-
41100,,0,0,0,1,-,41100,-1,0,0,5,0,-
41110,,0,0,0,1,-,41110,-1,0,0,5,0,-
41120,,0,0,0,1,-,41120,-1,0,0,5,0,-
41130,,0,0,0,1,-,41130,-1,0,0,5,0,-
41200,,0,0,0,1,-,41200,-1,0,0,5,0,-
41210,,0,0,0,1,-,41210,-1,0,0,5,0,-
41220,,0,0,0,1,-,41220,-1,0,0,5,0,-
41230,,0,0,0,1,-,41230,-1,0,0,5,0,-
41300,,0,0,0,1,-,41300,-1,0,0,5,0,-
41310,,0,0,0,1,-,41310,-1,0,0,5,0,-
41320,,0,0,0,1,-,41320,-1,0,0,5,0,-
41330,,0,0,0,1,-,41330,-1,0,0,5,0,-
41400,,0,0,0,1,-,41400,-1,0,0,5,0,-
41410,,0,0,0,1,-,41410,-1,0,0,5,0,-
41420,,0,0,0,1,-,41420,-1,0,0,5,0,-
41430,,0,0,0,1,-,41430,-1,0,0,5,0,-
41500,,0,0,0,1,-,41500,-1,0,0,5,0,-
41510,,0,0,0,1,-,41510,-1,0,0,5,0,-
41520,,0,0,0,1,-,41520,-1,0,0,5,0,-
41530,,0,0,0,1,-,41530,-1,0,0,5,0,-
41600,,0,0,0,1,-,41600,-1,0,0,5,0,-
41610,,0,0,0,1,-,41610,-1,0,0,5,0,-
41620,,0,0,0,1,-,41620,-1,0,0,5,0,-
41630,,0,0,0,1,-,41630,-1,0,0,5,0,-
41700,,0,0,0,1,-,41700,-1,0,0,5,0,-
41710,,0,0,0,1,-,41710,-1,0,0,5,0,-
41720,,0,0,0,1,-,41720,-1,0,0,5,0,-
41730,,0,0,0,1,-,41730,-1,0,0,5,0,-
41800,,0,0,0,1,-,41800,-1,0,0,5,0,-
41810,,0,0,0,1,-,41810,-1,0,0,5,0,-
41820,,0,0,0,1,-,41820,-1,0,0,5,0,-
41830,,0,0,0,1,-,41830,-1,0,0,5,0,-
50000,,0,0,0,1,-,50000,-1,0,0,5,0,-
50010,,0,0,0,1,-,50010,-1,0,0,5,0,-
50020,,0,0,0,1,-,50020,-1,0,0,5,0,-
50030,,0,0,0,1,-,50030,-1,0,0,5,0,-
50100,,0,0,0,1,-,50100,-1,0,0,5,0,-
50110,,0,0,0,1,-,50110,-1,0,0,5,0,-
50120,,0,0,0,1,-,50120,-1,0,0,5,0,-
50130,,0,0,0,1,-,50130,-1,0,0,5,0,-
50200,,0,0,0,1,-,50200,-1,0,0,5,0,-
50210,,0,0,0,1,-,50210,-1,0,0,5,0,-
50220,,0,0,0,1,-,50220,-1,0,0,5,0,-
50230,,0,0,0,1,-,50230,-1,0,0,5,0,-
50300,,0,0,0,1,-,50300,-1,0,0,5,0,-
50310,,0,0,0,1,-,50310,-1,0,0,5,0,-
50320,,0,0,0,1,-,50320,-1,0,0,5,0,-
50330,,0,0,0,1,-,50330,-1,0,0,5,0,-
50400,,0,0,0,1,-,50400,-1,0,0,5,0,-
50410,,0,0,0,1,-,50410,-1,0,0,5,0,-
50420,,0,0,0,1,-,50420,-1,0,0,5,0,-
50430,,0,0,0,1,-,50430,-1,0,0,5,0,-
50500,,0,0,0,1,-,50500,-1,0,0,5,0,-
50510,,0,0,0,1,-,50510,-1,0,0,5,0,-
50520,,0,0,0,1,-,50520,-1,0,0,5,0,-
50530,,0,0,0,1,-,50530,-1,0,0,5,0,-
50600,,0,0,0,1,-,50600,-1,0,0,5,0,-
50610,,0,0,0,1,-,50610,-1,0,0,5,0,-
50620,,0,0,0,1,-,50620,-1,0,0,5,0,-
50630,,0,0,0,1,-,50630,-1,0,0,5,0,-
50700,,0,0,0,1,-,50700,-1,0,0,5,0,-
50710,,0,0,0,1,-,50710,-1,0,0,5,0,-
50720,,0,0,0,1,-,50720,-1,0,0,5,0,-
50730,,0,0,0,1,-,50730,-1,0,0,5,0,-
50800,,0,0,0,1,-,50800,-1,0,0,5,0,-
50810,,0,0,0,1,-,50810,-1,0,0,5,0,-
50820,,0,0,0,1,-,50820,-1,0,0,5,0,-
50830,,0,0,0,1,-,50830,-1,0,0,5,0,-
50900,,0,0,0,1,-,50900,-1,0,0,5,0,-
50910,,0,0,0,1,-,50910,-1,0,0,5,0,-
50920,,0,0,0,1,-,50920,-1,0,0,5,0,-
50930,,0,0,0,1,-,50930,-1,0,0,5,0,-
51000,,0,0,0,1,-,51000,-1,0,0,5,0,-
51010,,0,0,0,1,-,51010,-1,0,0,5,0,-
51020,,0,0,0,1,-,51020,-1,0,0,5,0,-
51030,,0,0,0,1,-,51030,-1,0,0,5,0,-
51100,,0,0,0,1,-,51100,-1,0,0,5,0,-
51110,,0,0,0,1,-,51110,-1,0,0,5,0,-
51120,,0,0,0,1,-,51120,-1,0,0,5,0,-
51130,,0,0,0,1,-,51130,-1,0,0,5,0,-
51200,,0,0,0,1,-,51200,-1,0,0,5,0,-
51210,,0,0,0,1,-,51210,-1,0,0,5,0,-
51220,,0,0,0,1,-,51220,-1,0,0,5,0,-
51230,,0,0,0,1,-,51230,-1,0,0,5,0,-
51300,,0,0,0,1,-,51300,-1,0,0,5,0,-
51310,,0,0,0,1,-,51310,-1,0,0,5,0,-
51320,,0,0,0,1,-,51320,-1,0,0,5,0,-
51330,,0,0,0,1,-,51330,-1,0,0,5,0,-
51400,,0,0,0,1,-,51400,-1,0,0,5,0,-
51410,,0,0,0,1,-,51410,-1,0,0,5,0,-
51420,,0,0,0,1,-,51420,-1,0,0,5,0,-
51430,,0,0,0,1,-,51430,-1,0,0,5,0,-
51500,,0,0,0,1,-,51500,-1,0,0,5,0,-
51510,,0,0,0,1,-,51510,-1,0,0,5,0,-
51520,,0,0,0,1,-,51520,-1,0,0,5,0,-
51530,,0,0,0,1,-,51530,-1,0,0,5,0,-
51600,,0,0,0,1,-,51600,-1,0,0,5,0,-
51610,,0,0,0,1,-,51610,-1,0,0,5,0,-
51620,,0,0,0,1,-,51620,-1,0,0,5,0,-
51630,,0,0,0,1,-,51630,-1,0,0,5,0,-
51700,,0,0,0,1,-,51700,-1,0,0,5,0,-
51710,,0,0,0,1,-,51710,-1,0,0,5,0,-
51720,,0,0,0,1,-,51720,-1,0,0,5,0,-
51730,,0,0,0,1,-,51730,-1,0,0,5,0,-
51800,,0,0,0,1,-,51800,-1,0,0,5,0,-
51810,,0,0,0,1,-,51810,-1,0,0,5,0,-
51820,,0,0,0,1,-,51820,-1,0,0,5,0,-
51830,,0,0,0,1,-,51830,-1,0,0,5,0,-
55000,,0,0,0,1,-,55000,-1,0,0,5,0,-
55010,,0,0,0,1,-,55010,-1,0,0,5,0,-
55020,,0,0,0,1,-,55020,-1,0,0,5,0,-
55030,,0,0,0,1,-,55030,-1,0,0,5,0,-
55040,,0,0,0,1,-,55040,-1,0,0,5,0,-
55050,,0,0,0,1,-,55050,-1,0,0,5,0,-
55060,,0,0,0,1,-,55060,-1,0,0,5,0,-
55070,,0,0,0,1,-,55070,-1,0,0,5,0,-
55080,,0,0,0,1,-,55080,-1,0,0,5,0,-
55090,,0,0,0,1,-,55090,-1,0,0,5,0,-
55100,,0,0,0,1,-,55100,-1,0,0,5,0,-
55110,,0,0,0,1,-,55110,-1,0,0,5,0,-
55120,,0,0,0,1,-,55120,-1,0,0,5,0,-
55130,,0,0,0,1,-,55130,-1,0,0,5,0,-
55140,,0,0,0,1,-,55140,-1,0,0,5,0,-
55150,,0,0,0,1,-,55150,-1,0,0,5,0,-
55160,,0,0,0,1,-,55160,-1,0,0,5,0,-
55170,,0,0,0,1,-,55170,-1,0,0,5,0,-
55180,,0,0,0,1,-,55180,-1,0,0,5,0,-
56000,,0,0,0,1,-,56000,-1,0,0,5,0,-
56010,,0,0,0,1,-,56010,-1,0,0,5,0,-
56020,,0,0,0,1,-,56020,-1,0,0,5,0,-
56030,,0,0,0,1,-,56030,-1,0,0,5,0,-
56040,,0,0,0,1,-,56040,-1,0,0,5,0,-
56050,,0,0,0,1,-,56050,-1,0,0,5,0,-
56060,,0,0,0,1,-,56060,-1,0,0,5,0,-
56070,,0,0,0,1,-,56070,-1,0,0,5,0,-
56080,,0,0,0,1,-,56080,-1,0,0,5,0,-
56090,,0,0,0,1,-,56090,-1,0,0,5,0,-
56100,,0,0,0,1,-,56100,-1,0,0,5,0,-
56110,,0,0,0,1,-,56110,-1,0,0,5,0,-
56120,,0,0,0,1,-,56120,-1,0,0,5,0,-
56130,,0,0,0,1,-,56130,-1,0,0,5,0,-
56140,,0,0,0,1,-,56140,-1,0,0,5,0,-
56150,,0,0,0,1,-,56150,-1,0,0,5,0,-
56160,,0,0,0,1,-,56160,-1,0,0,5,0,-
56170,,0,0,0,1,-,56170,-1,0,0,5,0,-
56180,,0,0,0,1,-,56180,-1,0,0,5,0,-
100000,,0,900,1,1,-,236,0,0,0,0,0,-
100010,,0,910,1,1,-,246,0,0,0,0,0,-
300000,,0,0,0,1,-,13530000,0,0,0,4,0,-
13612700,,3612,700,1,1,-,100092500,0,0,0,11,0,-
13730000,,0,0,0,0,-,13730000,0,0,0,4,0,-
13730005,,0,0,0,0,-,13730005,0,0,0,4,0,-
13730010,,0,0,0,0,-,13730010,0,0,0,4,0,-
13730100,,0,0,0,0,-,13730100,0,0,0,4,0,-
13730105,,0,0,0,0,-,13730105,0,0,0,4,0,-
13730200,,0,0,0,0,-,13730200,0,0,0,4,0,-
13730205,,0,0,0,0,-,13730205,0,0,0,4,0,-
13730300,,0,0,0,0,-,13730300,0,0,0,4,0,-
13730305,,0,0,0,0,-,13730305,0,0,0,4,0,-
13730400,,0,0,0,0,-,13730400,0,0,0,4,0,-
13730405,,0,0,0,0,-,13730405,0,0,0,4,0,-
13731000,,0,0,0,1,-,13730000,0,0,0,4,0,-
13731100,,0,0,0,1,-,13730100,0,0,0,4,0,-
13731200,,0,0,0,1,-,13730200,0,0,0,4,0,-
13731300,,0,0,0,1,-,13730300,0,0,0,4,0,-
13731400,,0,0,0,1,-,13730400,0,0,0,4,0,-
13750010,,0,0,0,1,-,13750010,0,0,0,4,0,-
13750110,,0,0,0,1,-,13750110,0,0,0,4,0,-
13750210,,0,0,0,1,-,13750210,0,0,0,4,0,-
13750310,,0,0,0,1,-,13750310,0,0,0,4,0,-
13750410,,0,0,0,1,-,13750410,0,0,0,4,0,-
13814750,,3814,745,1,1,-,100092643,0,0,0,0,0,-
101000300,Ordinary arrows -- 普通の矢,1000,300,1,1,-,500,-1,30,0,1,0,-
101000310,Ordinary arrow _ Move shot -- 普通の矢_移動撃ち,1000,310,1,1,-,501,-1,21,0,1,0,-
101000320,Normal arrow _ Diffuse arrow 1 -- 普通の矢_拡散矢1,1000,320,1,1,-,502,-1,14,0,1,0,-
101000321,Normal arrow _ Diffuse Arrow 2 -- 普通の矢_拡散矢2,1000,321,1,1,-,503,-1,14,0,1,0,-
101000322,Normal arrow _ Spread Arrow 3 -- 普通の矢_拡散矢3,1000,322,1,1,-,504,-1,14,0,1,0,-
101000330,Normal arrow Fire -- 普通の矢_連射,1000,330,1,1,-,505,-1,18,0,1,0,-
101000340,,1000,340,1,1,-,506,-1,45,0,1,0,-
101000350,,1000,350,1,1,-,507,-1,45,0,1,0,-
101000360,,1000,360,1,1,-,508,-1,45,0,1,0,-
101001300,Big arrows -- 大きな矢,1001,300,1,1,-,510,-1,40,0,1,0,-
101001310,,1001,310,1,1,-,511,-1,28,0,1,0,-
101001320,,1001,320,1,1,-,512,-1,17,0,1,0,-
101001321,,1001,321,1,1,-,513,-1,17,0,1,0,-
101001322,,1001,322,1,1,-,514,-1,17,0,1,0,-
101001330,,1001,330,1,1,-,515,-1,24,0,1,0,-
101001340,,1001,340,1,1,-,516,0,60,0,1,0,-
101001350,,1001,350,1,1,-,517,-1,60,0,1,0,-
101001360,,1001,360,1,1,-,518,-1,60,0,1,0,-
101002300,Feather Arrow -- 羽根矢,1002,300,1,1,-,520,-1,30,0,1,0,-
101002310,,1002,310,1,1,-,521,-1,21,0,1,0,-
101002320,,1002,320,1,1,-,522,-1,14,0,1,0,-
101002321,,1002,321,1,1,-,523,-1,14,0,1,0,-
101002322,,1002,322,1,1,-,524,-1,14,0,1,0,-
101002330,,1002,330,1,1,-,525,-1,18,0,1,0,-
101002340,,1002,340,1,1,-,526,0,45,0,1,0,-
101002350,,1002,350,1,1,-,527,-1,45,0,1,0,-
101002360,,1002,360,1,1,-,528,-1,45,0,1,0,-
101003300,Arrows -- 火矢,1003,300,1,1,-,530,-1,30,0,1,0,-
101003310,,1003,310,1,1,-,531,-1,21,0,1,0,-
101003320,,1003,320,1,1,-,532,-1,14,0,1,0,-
101003321,,1003,321,1,1,-,533,-1,14,0,1,0,-
101003322,,1003,322,1,1,-,534,-1,14,0,1,0,-
101003330,,1003,330,1,1,-,535,-1,18,0,1,0,-
101003340,,1003,340,1,1,-,536,0,45,0,1,0,-
101003350,,1003,350,1,1,-,537,-1,45,0,1,0,-
101003360,,1003,360,1,1,-,538,-1,45,0,1,0,-
101004300,Poison -- 毒矢,1004,300,1,1,-,540,-1,30,0,1,0,-
101004310,Mantella _ Moving Shot -- 毒矢_移動撃ち,1004,310,1,1,-,541,-1,21,0,1,0,-
101004320,Normal arrow _ Diffuse arrow 1 -- 普通の矢_拡散矢1,1004,320,1,1,-,542,-1,14,0,1,0,-
101004321,Normal arrow _ Diffuse Arrow 2 -- 普通の矢_拡散矢2,1004,321,1,1,-,543,-1,14,0,1,0,-
101004322,Normal arrow _ Spread Arrow 3 -- 普通の矢_拡散矢3,1004,322,1,1,-,544,-1,14,0,1,0,-
101004330,Mantella _ Blazing -- 毒矢_連射,1004,330,1,1,-,545,-1,18,0,1,0,-
101004340,,1004,340,1,1,-,546,0,45,0,1,0,-
101004350,,1004,350,1,1,-,547,-1,45,0,1,0,-
101004360,,1004,360,1,1,-,548,-1,45,0,1,0,-
101005300,Mon Mitsuya -- 月光矢,1005,300,1,1,-,550,-1,30,0,1,0,-
101005310,,1005,310,1,1,-,551,-1,21,0,1,0,-
101005320,,1005,320,1,1,-,552,-1,14,0,1,0,-
101005321,,1005,321,1,1,-,553,-1,14,0,1,0,-
101005322,,1005,322,1,1,-,554,-1,14,0,1,0,-
101005330,,1005,330,1,1,-,555,-1,18,0,1,0,-
101005340,,1005,340,1,1,-,556,0,45,0,1,0,-
101005350,,1005,350,1,1,-,557,-1,45,0,1,0,-
101005360,,1005,360,1,1,-,558,-1,45,0,1,0,-
101006300,Tree Arrow -- 木の矢,1006,300,1,1,-,560,-1,22,0,1,0,-
101006310,,1006,310,1,1,-,561,-1,15,0,1,0,-
101006320,,1006,320,1,1,-,562,-1,12,0,1,0,-
101006321,,1006,321,1,1,-,563,-1,12,0,1,0,-
101006322,,1006,322,1,1,-,564,-1,12,0,1,0,-
101006330,,1006,330,1,1,-,565,-1,13,0,1,0,-
101006340,,1006,340,1,1,-,566,0,33,0,1,0,-
101006350,,1006,350,1,1,-,567,-1,33,0,1,0,-
101006360,,1006,360,1,1,-,568,-1,33,0,1,0,-
101007300,The Dragon Hunting Oya -- 竜狩りの大矢,1007,300,1,1,-,570,-1,30,0,1,0,-
101007310,The Dragon hunting of Ohya _ through bullets -- 竜狩りの大矢_貫通弾,1007,310,1,1,-,571,-1,21,0,1,0,-
101007320,,1007,320,1,1,-,572,-1,14,0,1,0,-
101007321,,1007,321,1,1,-,573,-1,14,0,1,0,-
101007322,,1007,322,1,1,-,574,-1,14,0,1,0,-
101007330,,1007,330,1,1,-,575,-1,18,0,1,0,-
101007340,,1007,340,1,1,-,576,0,45,0,1,0,-
101007350,,1007,350,1,1,-,577,-1,45,0,1,0,-
101007360,,1007,360,1,1,-,578,-1,45,0,1,0,-
101050300,,1050,300,1,1,-,700,-1,120,0,1,0,-
101050310,,1050,310,1,1,-,701,-1,140,0,1,0,-
101050320,,1050,320,1,1,-,701,-1,140,0,1,0,-
101050330,,1050,330,1,1,-,703,-1,140,0,1,0,-
101050331,,1050,331,1,1,-,706,-1,0,0,1,0,-
101051300,,1051,300,1,1,-,710,-1,120,0,1,0,-
101051310,,1051,310,1,1,-,711,-1,140,0,1,0,-
101051320,,1051,320,1,1,-,711,-1,140,0,1,0,-
101051330,,1051,330,1,1,-,713,-1,140,0,1,0,-
101051331,,1051,331,1,1,-,716,-1,0,0,1,0,-
101052300,,1052,300,1,1,-,720,-1,100,0,1,0,-
101052310,,1052,310,1,1,-,721,-1,125,0,1,0,-
101052320,,1052,320,1,1,-,721,-1,125,0,1,0,-
101052330,,1052,330,1,1,-,723,-1,125,0,1,0,-
101052331,,1052,331,1,1,-,726,-1,0,0,1,0,-
101054300,,1054,300,1,1,-,730,-1,120,0,1,0,-
101054310,,1054,310,1,1,-,731,-1,140,0,1,0,-
101054320,,1054,320,1,1,-,732,-1,140,0,1,0,-
101054330,,1054,330,1,1,-,733,-1,140,0,1,0,-
101054331,,1054,331,1,1,-,736,-1,0,0,1,0,-
101100300,Light Bolt -- ライトボルト,1100,300,1,1,-,800,-1,30,0,1,0,-
101100305,,1100,305,1,1,-,805,-1,30,0,1,0,-
101100310,,1100,310,1,1,-,808,-1,8,0,1,0,-
101100400,Light Bolt [left hand] -- ライトボルト【左手】,1100,400,1,1,-,800,-1,30,0,2,0,-
101100405,,1100,405,1,1,-,805,-1,30,0,2,0,-
101100410,,1100,410,1,1,-,808,-1,8,0,2,0,-
101101300,Heavy bolts -- ヘビーボルト,1101,300,1,1,-,810,-1,36,0,1,0,-
101101305,,1101,305,1,1,-,815,-1,36,0,1,0,-
101101310,,1101,310,1,1,-,818,-1,8,0,1,0,-
101101400,Heavy Bolt [left hand] -- ヘビーボルト【左手】,1101,400,1,1,-,810,-1,36,0,2,0,-
101101405,,1101,405,1,1,-,815,-1,36,0,2,0,-
101101410,,1101,410,1,1,-,818,-1,8,0,2,0,-
101102300,Sniper Bolt -- スナイパーボルト,1102,300,1,1,-,820,-1,30,0,1,0,-
101102305,,1102,305,1,1,-,825,-1,30,0,1,0,-
101102310,,1102,310,1,1,-,828,-1,8,0,1,0,-
101102400,Sniper Bolt [left hand] -- スナイパーボルト【左手】,1102,400,1,1,-,820,-1,30,0,2,0,-
101102405,,1102,405,1,1,-,825,-1,30,0,2,0,-
101102410,,1102,410,1,1,-,828,-1,8,0,2,0,-
101103300,Wood Bolt -- ウッドボルト,1103,300,1,1,-,830,-1,24,0,1,0,-
101103305,,1103,305,1,1,-,835,-1,24,0,1,0,-
101103310,,1103,310,1,1,-,838,-1,7,0,1,0,-
101103400,Wood Bolt [left hand] -- ウッドボルト【左手】,1103,400,1,1,-,830,-1,24,0,2,0,-
101103405,,1103,405,1,1,-,835,-1,24,0,2,0,-
101103410,,1103,410,1,1,-,838,-1,7,0,2,0,-
101104300,Lightning Bolts -- ライトニングボルト,1104,300,1,1,-,840,-1,30,0,1,0,-
101104305,,1104,305,1,1,-,845,-1,30,0,1,0,-
101104310,,1104,310,1,1,-,848,-1,8,0,1,0,-
