#ModelSfxParam=MODEL_SFX_PARAM_ST
ID,Name,VfxId1,DummyPolyId1,pad1,VfxId2,DummyPolyId2,pad2,VfxId3,DummyPolyId3,pad3,VfxId4,DummyPolyId4,pad4,VfxId5,DummyPolyId5,pad5,VfxId6,DummyPolyId6,pad6,VfxId7,DummyPolyId7,pad7,VfxId8,DummyPolyId8,pad8,VfxId9,DummyPolyId9,pad9,VfxId10,DummyPolyId10,pad10
331055000,,800022,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
331390000,Mori boss Room Skeleton Candle 01 -- 森　ボス部屋骸骨蝋燭01,833020,200,-,833021,201,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
331391000,Mori boss Room Skeleton Candle 02 -- 森　ボス部屋骸骨蝋燭02,833020,200,-,833021,201,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
331392000,Mori boss Room Skeleton Candle 03 -- 森　ボス部屋骸骨蝋燭03,833020,200,-,833021,201,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
331550000,,833020,200,-,833021,201,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
344857000,"Ojo 2, 3 candlestick (high) -- 王城2,3燭台（高）",800030,210,-,800030,212,-,800043,214,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
344859000,"Ojo 2, 3 candlesticks (Low) -- 王城2,3燭台（低）",800030,210,-,800030,211,-,800030,212,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
344863000,"Ojo 2, 3 torch -- 王城2,3　トーチ",800023,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
349370000,,800023,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
350000000,Cathedral Church Chandelier -- 聖堂教会シャンデリア,835100,210,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
350010000,Cathedral Church Candlestick A -- 聖堂教会燭台Ａ,835040,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
350013000,Cathedral Church Candlestick Bver00 -- 聖堂教会燭台Bver00,835042,200,-,34,201,-,34,202,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
350013001,Cathedral Church Candlestick Bver01 -- 聖堂教会燭台Bver01,835042,210,-,34,211,-,34,212,-,0,0,-,34,213,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
350015000,Cathedral church boss Room Candle -- 聖堂教会　ボス部屋蝋燭,833020,200,-,833021,201,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
352000000,Cathedral Church _ Indoor Torches -- 聖堂教会_室内松明,800022,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
359050000,Cathedral Church Outdoor Torches -- 聖堂教会　屋外松明,800020,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
359106000,,835041,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
359113000,,835101,210,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
364512000,God Tomb Lantern 2 -- 神墓ランタン2,800050,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
364517000,God Tomb Lantern 1 -- 神墓ランタン1,800050,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
372010000,Anol Lantan A -- アノールランタンA,800023,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
373023000,,800044,200,-,800044,201,-,800044,202,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
373024000,,800044,200,-,800044,201,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
381004000,Candle ver00 -- 蝋燭ver00,839010,200,-,34,201,-,34,202,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
381008000,Wall Lantern -- 壁灯篭,800020,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
381009000,Hanging lantern -- 吊るし灯篭,838100,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
381040000,,838040,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
381041000,,838042,200,-,34,201,-,34,202,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
381043000,,838041,200,-,34,201,-,34,202,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
381044000,,838041,210,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
391000000,Candle One -- 蝋燭1,839010,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
391000001,Candle 2 -- 蝋燭2,839012,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
391100000,Incense Burner 1 -- 香炉1,800060,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
392300000,Shaking Incense Burner 1 -- 揺れる香炉1,800050,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
392310000,Shaking Incense Burner 2 -- 揺れる香炉2,800050,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
398000000,Corpse Mountain 1 -- 死体の山1,931300,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
399100000,Wall Torches 1 -- 壁掛け松明1,800022,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
399100001,Wall Torches 1 -- 壁掛け松明1,999101,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
399110000,Wall Torches 2 -- 壁掛け松明2,839011,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
399111000,,839011,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
399999000,Candle test -- 蝋燭テスト,900101,200,-,900101,201,-,900101,202,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452017000,,845047,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452100000,,800022,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452105000,,800022,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452110000,,845220,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452111000,,845220,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452120000,,845205,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452127000,,845206,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452210000,,845070,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452211000,,845070,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452211001,,845071,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
452510000,,800060,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
459030000,,845223,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
459200000,,845200,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
501010000,,850000,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
501030000,,850080,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
502007000,,850140,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
512017000,,851072,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
512120000,,851001,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
512130000,,800020,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
512140000,,851070,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
512150000,,838100,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
512151000,,838100,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
512152000,,838100,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
513501000,,851060,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
532000000,,800022,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
934630000,Bonfire Candlestick Normal Fire -- 篝火燭台ノーマル火,800020,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
962120000,Statue Candle lit (6-digit version) -- 石像ロウソク点灯(6桁版),899999,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
962140000,Hanging lighting -- 吊るし照明,899997,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
969004010,Concept Solar (6-digit version) -- コンセプト版太陽(6桁版),694720,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
969007000,Torch 1 -- 松明1,800022,200,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
