#WepAbsorpPosParam=WEP_ABSORP_POS_PARAM_ST
ID,Name,ShealthTime,pad1,OneHandDamipolyId0,OneHandDamipolyId1,BothHandDamipolyId0,ShealthDamipolyId0,ShealthDamipolyId1,OneHandDamipolyId2,OneHandDamipolyId3,BothHandDamipolyId1,ShealthDamipolyId2,ShealthDamipolyId3,OneHandDamipolyId4,OneHandDamipolyId5,BothHandDamipolyId2,ShealthDamipolyId4,ShealthDamipolyId5,OneHandDamipolyId6,OneHandDamipolyId7,BothHandDamipolyId3,ShealthDamipolyId6,ShealthDamipolyId7,Unk22,Unk23,Unk24,Unk25,BothHandDamipolyId4,BothHandDamipolyId5,BothHandDamipolyId6,BothHandDamipolyId7,Unk30,Unk31,Unk32,Unk33,Unk34,Unk35,Unk36,Unk37,Unk38,Unk39,Unk40,Unk41,Unk42,Unk43,Unk44,Unk45,Unk46,Unk47,Unk48,Unk49,Unk50,Unk51,Unk52,Unk53,pad2
28,Song Sword (normal) -- 曲剣(通常),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
29,Song Sword (Sword) -- 曲剣(刀),1,-,20,21,24,70,69,69,70,69,70,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,70,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
30,Axe (normal) -- 斧(通常),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
31,Axe (throwing) -- 斧(投擲),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
32,Axe (Large) -- 斧(大型),2,-,20,21,24,36,35,35,36,35,36,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,36,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
33,Mallet (normal) -- 槌(通常),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
34,Hammer (Piercing) -- 槌(刺突),0,-,20,21,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
35,Mallet (Large) -- 槌(大型),2,-,20,21,24,36,35,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
36,Spear (normal) -- 槍(通常),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
37,Spear (throwing) -- 槍(投擲),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
38,Rod-like (slashing) -- 竿状(斬撃),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
39,Rod-like (puncture) -- 竿状(刺突),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
40,Rod-like compound -- 竿状(複合),3,-,20,21,24,38,37,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
41,Catalysts (normal) -- 触媒(通常),0,-,20,21,24,49,50,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
42,Fist (normal) -- 拳(通常),0,-,20,27,20,28,29,30,31,30,31,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,28,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
43,Fist (slashing) -- 拳(斬撃),0,-,20,27,24,52,51,30,31,30,31,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,28,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
44,Bow (small) -- 弓(小型),1,-,18,19,21,40,40,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,31,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
45,Large bow -- 弓(大型),1,-,20,21,21,40,40,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,31,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
46,Crossbow (normal) -- 弩(通常),1,-,20,21,24,39,41,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
47,Large Shield -- 盾(大型),1,-,22,23,25,34,33,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
48,Shield (small) -- 盾(小型),1,-,22,23,25,48,47,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
49,Torch (Proto) -- 松明（プロト）,2,-,20,21,24,36,35,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
147,,1,-,22,33,22,34,33,34,23,23,33,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,23,0,0,0,3,0,0,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
153,,0,-,20,14,24,31,30,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
161,,2,-,20,21,24,36,35,73,74,21,74,73,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
181,,0,-,20,27,20,67,65,66,68,21,68,66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
232,,1,-,20,21,24,38,37,35,36,35,36,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,36,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
236,,0,-,20,21,24,31,30,47,48,23,48,47,30,31,30,31,30,62,61,62,61,62,0,2,1,1,24,23,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
237,,0,-,20,21,24,31,30,28,29,21,29,28,30,31,30,31,30,62,61,62,61,62,0,2,1,1,24,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
254,,1,-,22,23,25,89,89,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
265,,2,-,20,21,24,79,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
1020,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1021,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1022,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1023,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1024,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1025,,2,-,20,21,20,36,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1026,,2,-,20,21,20,36,35,36,35,21,35,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,21,0,0,0,0,0,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
1027,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1028,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1029,,0,-,20,21,20,75,69,77,76,21,76,77,69,75,69,75,69,77,76,77,76,77,0,2,1,1,20,21,75,76,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1030,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1031,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1032,,2,-,20,21,20,36,35,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1033,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1034,,0,-,20,21,20,31,30,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1035,,2,-,20,21,20,36,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1036,,3,-,20,21,20,38,37,38,37,21,37,38,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1037,,3,-,20,21,20,38,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1038,,3,-,20,21,20,38,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1039,,3,-,20,21,20,38,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1040,,0,-,20,21,20,38,37,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1041,,0,-,20,21,20,50,49,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1042,,0,-,20,27,20,63,64,28,29,21,29,28,30,31,30,31,30,28,29,28,29,28,0,2,1,1,20,21,31,29,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1043,,0,-,20,27,20,52,51,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1044,,1,-,18,19,21,40,40,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,21,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1045,,1,-,20,21,21,40,40,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,21,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1046,,1,-,20,21,24,39,41,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,24,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
1047,,1,-,22,23,25,34,33,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
1048,,1,-,22,23,25,34,33,30,31,30,31,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,31,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
1049,,1,-,20,21,20,36,35,62,61,21,61,62,30,31,30,31,30,62,61,62,61,62,0,2,1,1,20,21,31,61,0,0,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
2000,,1,-,20,21,24,31,30,30,31,21,31,30,30,31,30,31,30,31,30,31,30,31,0,2,1,1,24,21,31,30,0,1,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
10000,,1,-,20,21,24,31,30,30,31,21,31,30,30,31,30,31,30,31,30,31,30,31,0,2,1,1,24,21,31,30,0,1,0,0,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,-
